segment_id,start,end,transcript,asr_confidence
387,2018.88,2020.98,It maybe gives us a new potential market.,0.7945
388,2024.41,2037.87,"If we get a major television manufacturer to say, oh yeah, we'll have that, save us the bottle, then that's vast amounts of sales, quite quickly.",0.8005
389,2037.89,2040.73,"Oh, one thing we've almost not talked about at all.",0.8821
390,2040.79,2042.64,My apologies for that.,0.858
391,2042.66,2045.98,"User interface, we also need to maybe get the slogan in here.",0.8059
392,2046.6,2051.51,I'm pointing at my laptop.,0.8306
393,2053.21,2055.54,real reaction in such.,0.8485
394,2055.68,2061.74,"So as long as you put the fashion in electronics, isn't it?",0.5921
395,2061.76,2062.37,My apologies.,0.9005
396,2062.45,2063.23,"No, it could well be.",0.894
397,2063.27,2064.15,I've probably missed that.,0.7788
398,2065.99,2070.42,I think that's almost the last minute thing we can just incorporate into the actual plastic on top.,0.8908
399,2071.24,2075.37,So I'm not too concerned that we haven't gone into depth about that.,0.8911
400,2075.97,2078.51,But it might be something you could consider when thinking about shapes.,0.8369
401,2079.98,2087.95,"In fact, we might like to put a slogan on and possibly two hours to signify the company rather than real reaction.",0.7982
402,2088.65,2096.02,I thought the double arc could perhaps be the ender button.,0.7268
403,2096.04,2096.48,Sounds good.,0.403
404,2097.62,2098.92,And I'd say that that's us for now.,0.6444
405,2100.41,2100.47,OK.,0.333
