segment_id,start,end,transcript,asr_confidence
376,1977.07,1978.88,"For the body design, I think plastic.",0.7767
377,1980.26,1981.02,Plastic.,0.783
378,1981.04,1981.54,Yeah.,0.422
379,1981.56,1982.56,For the inside.,0.4793
380,1982.72,1983.31,For the inside.,0.832
381,1983.33,1987.94,"And rubber as a padding or for the grip, something like to add to the design.",0.8147
382,1989.5,1993.29,"So we decided on a rubber casing for the plastic shell, a variety of designs.",0.8679
383,1993.51,1994.17,OK.,0.69
384,1995.92,2001.81,"And it is just, although it's rubberized and spongy, apart from that, we're just going to go for vegetable and fruit colors.",0.7659
385,2001.83,2007.23,We're not going to try and make it actually a vegetable or fruit design or anything else like a shell that we discussed.,0.658
386,2007.25,2012.86,"No, I think we don't want to be tacky if we've got a different shape anyway.",0.7282
387,2014.94,2018.09,"The fact, the material that we would be using would be cheap.",0.8502
388,2018.63,2020.11,So we could make it red.,0.8758
389,2020.15,2024.17,We could make it psychedelic.,0.8294
390,2024.15,2036.71,"You know we can make it black and white zebra stripes, but that's not really what we're focusing on what we're focusing on is the you know the feel yes So just pick anything",0.8223
391,2037.6,2048.76,"Is that going to be this image I've got in my head of something kind of shaped like that, maybe about that size, made of plastic, fits into the palm of the hand, rubberized cover that's spongy?",0.8495
392,2049.28,2055.15,"Is that really going to fit fancy look and feel, which was the major thing that people wanted market research?",0.8379
393,2055.19,2055.79,Is that fancy?,0.73
394,2055.81,2056.55,It's just different.,0.3413
395,2057.55,2059.01,It's just different from everything else.,0.8592
396,2059.47,2067.42,"I mean, I'm trying to imagine clean looking houses, sort of beige and black.",0.8441
397,2067.71,2080.91,"So you either want something that goes with that, which is what's on the market anyway, or you want something that contrasts as, you know, like you get clocks now that are more of a talking point than an actual clock.",0.8263
398,2080.93,2081.67,Yeah.,0.657
399,2081.69,2082.45,Because they're so interesting.,0.479
400,2082.47,2085.07,I'm just kind of pushing it that to see if you came out with anything else.,0.7819
401,2085.2,2086.48,"But I mean, I totally agree.",0.8072
402,2086.92,2087.84,We looked at those remotes.,0.824
403,2087.86,2090.5,"I mean, they are kind of anonymous, very similar looking things.",0.8318
404,2090.88,2092.25,This would definitely be different enough.,0.829
405,2092.27,2094.29,I just wondered if anybody could come up with something even more.,0.707
406,2094.27,2099.3,And you would just have a cross that you would have so many different options you could do.,0.8144
407,2100.18,2102.7,You could have a plain black one.,0.8821
408,2102.96,2105.64,You could have sparkly pink.,0.845
409,2105.66,2117.7,"The thing is the rubberized covers are going to be so relatively cheap to produce that if in a year's time we get feedback from the design fears that show something else is coming, it's so easy for us to just produce that and it can be slipped on, which is another beauty of it.",0.7473
410,2117.72,2120.99,And the ones that have rubbery spikes,0.5543
411,2120.97,2141.08,you know just goes so far like a puffer fish you could just you could take it wherever so I think that's quite a yeah flexible and finally the body should be detachable maybe you can change the body of the case casing the case outside yes it should be molded with the design in such a way you can change it every time,0.7386
412,2141.3,2151.73,"Yeah, yeah, with these rubber, these rubberized, not the actual plastic outside case, just the rubber thing that goes around the outside.",0.7447
413,2152.22,2153.44,"OK, we've got five minutes.",0.3778
414,2154.66,2157.03,Or that might have been up for a while.,0.5243
415,2157.26,2159.01,"So can I just recap, Sarah?",0.6298
416,2159.97,2170.8,"For the decisions that we've made, kinetic charging, the watch type batteries, LCD display on the top side of the flip top, rubberized buttons on the bottom side.",0.8682
417,2171.08,2173.39,We're going to use fruit and vegetable colors for the rubber cover.,0.6151
418,2173.45,2174.97,The case itself is plastic.,0.8536
419,2175.91,2176.83,That's how far we've got.,0.8452
420,2176.85,2178.72,What else do we have to add to our decisions here?,0.7438
421,2180.25,2180.99,Fine.,0.791
422,2181.53,2183.21,We were talking of voice recognition also.,0.7191
423,2184.07,2189.84,Because we have not addressed the issue of how to locate remote control if it's lost.,0.6954
424,2191.3,2194.31,"It was just a cost issue with that, but it's a good idea.",0.6846
425,2194.33,2195.95,We just need to check on the cost.,0.6696
426,2195.97,2199.74,"Maybe like William was suggesting in the last thing, some devices you put on key chains.",0.7932
427,2201.54,2203.02,"Oh, yeah, yeah, the whistle ones.",0.5262
428,2203.12,2203.6,The whistle.,0.7385
429,2204.46,2207.15,"So we can, financially, voice recognition is not feasible.",0.8569
430,2207.17,2208.23,We could go for a whistle.,0.826
431,2217.02,2219.58,And incorporating the company logo.,0.8874
432,2221.7,2225.37,We'll be incorporating in the design.,0.7447
433,2226.57,2230.28,Because I took it from the feedback you gave in the last meeting from your report.,0.8046
434,2230.72,2233.28,It's not just a case of having a little RR hidden somewhere.,0.8693
435,2233.32,2235.53,They do want it to be obvious that it's our product.,0.7173
436,2235.63,2238.41,"Well, they do, but I think we can...",0.8919
437,2238.43,2241.05,"Since it's the only one of its kind on the market, it's obviously going to be ours.",0.6665
438,2241.07,2241.32,"Well, it is.",0.2227
439,2241.34,2244.24,I think you just address that with advertising.,0.8499
440,2244.22,2250.37,"You associate the name with the individual product that it is, and that does the work for you.",0.85
441,2250.41,2254.22,"Obviously, you'll have a logo on it just like everything, but everything else has a logo on it.",0.779
442,2254.26,2256.8,The point is that it's got to stand out somehow differently.,0.8892
443,2257.36,2261.03,"But I think it does without that, so I'm not worried about that.",0.5838
444,2261.01,2262.09,Did we...,0.926
445,2262.19,2264.36,I know at the last meeting we spoke about a beeper.,0.7855
446,2264.38,2266.1,I think that was you talked about a beeper for a location.,0.6562
447,2266.14,2268.26,Have we just rejected that in favour of voice recognition?,0.6505
448,2268.3,2271.66,"Depending on how... Yeah, depending on the expense of it.",0.5706
449,2271.68,2277.97,"I mean, we've got this memo saying that it's something that the company's looking into, so... And they've got in stock, so, yeah.",0.7178
450,2278.47,2286.16,"That seems to make sense, but if it turns out that it's huge expensive, we'd have to cut down somewhere else, then it's worth thinking about.",0.7497
451,2287.07,2289.31,But I think we'll find out more about cost.,0.731
452,2289.57,2289.67,Yeah.,0.2
453,2290.27,2290.87,afterwards.,0.876
454,2291.55,2293.3,"Right, I'm going to wrap it up there.",0.4389
455,2296.36,2297.89,I've got our end meeting now.,0.5027
456,2298.09,2303.58,So again a question here.,0.593
457,2305.26,2308.67,"So I think we've probably got, instead of exposing, we have 40 minutes.",0.7884
458,2309.55,2312.53,So I think we've probably got about that time before we come back.,0.6518
459,2313.95,2323.79,I think we're pretty going in a clear direction now.,0.5527
460,2325.99,2332.12,Is everyone happy?,0.6587
