clip_id,actor,emotion_code,emotion_4class,p_happy,p_angry,p_sad,p_neutral
07_02_02_02_01,7,2,neutral,0.325247,0.216655,0.188355,0.269744
07_02_02_02_02,7,2,neutral,0.291798,0.258762,0.177733,0.271707
07_03_01_01_01,7,3,happy,0.662815,0.168559,0.091909,0.076716
07_03_01_01_02,7,3,happy,0.517686,0.22222,0.156868,0.103226
07_03_01_02_01,7,3,happy,0.660048,0.163747,0.097701,0.078504
07_03_01_02_02,7,3,happy,0.660048,0.163747,0.097701,0.078504
07_03_02_01_01,7,3,happy,0.591824,0.209316,0.130765,0.068094
07_03_02_01_02,7,3,happy,0.561379,0.203581,0.164944,0.070096
07_03_02_02_01,7,3,happy,0.680881,0.174439,0.090861,0.053819
07_03_02_02_02,7,3,happy,0.675486,0.172996,0.097971,0.053547
07_04_01_01_01,7,4,sad,0.152018,0.301225,0.294504,0.252253
07_04_01_01_02,7,4,sad,0.1459,0.359484,0.277114,0.217503
07_04_01_02_01,7,4,sad,0.153386,0.333794,0.255387,0.257432
07_04_01_02_02,7,4,sad,0.154352,0.302031,0.269962,0.273655
07_04_02_01_01,7,4,sad,0.174994,0.444385,0.317654,0.062968
07_04_02_01_02,7,4,sad,0.213048,0.387278,0.293264,0.10641
07_04_02_02_01,7,4,sad,0.185633,0.389453,0.353201,0.071713
07_04_02_02_02,7,4,sad,0.337721,0.354401,0.240102,0.067777
07_05_01_01_01,7,5,angry,0.160351,0.395052,0.217649,0.226948
07_05_01_01_02,7,5,angry,0.163211,0.41877,0.216983,0.201036
07_05_01_02_01,7,5,angry,0.188976,0.394419,0.206345,0.21026
07_05_01_02_02,7,5,angry,0.175463,0.34395,0.205827,0.27476
07_05_02_01_01,7,5,angry,0.192169,0.383294,0.199947,0.22459
07_05_02_01_02,7,5,angry,0.190933,0.431333,0.19536,0.182374
07_05_02_02_01,7,5,angry,0.176554,0.423815,0.19303,0.2066
07_05_02_02_02,7,5,angry,0.166372,0.453179,0.205074,0.175374
07_06_01_01_01,7,6,neutral,0.16918,0.283832,0.217074,0.329913
07_06_01_01_02,7,6,neutral,0.151683,0.299045,0.292803,0.256469
07_06_01_02_01,7,6,neutral,0.152458,0.279169,0.320274,0.248099
07_06_01_02_02,7,6,neutral,0.158223,0.292542,0.306647,0.242588
07_06_02_01_01,7,6,neutral,0.181686,0.377585,0.325886,0.114843
07_06_02_01_02,7,6,neutral,0.163383,0.337104,0.362836,0.136677
07_06_02_02_01,7,6,neutral,0.147966,0.342697,0.343181,0.166156
07_06_02_02_02,7,6,neutral,0.138254,0.347965,0.385485,0.128295
07_07_01_01_01,7,7,neutral,0.208733,0.420222,0.272637,0.098408
07_07_01_01_02,7,7,neutral,0.151565,0.426672,0.323121,0.098642
07_07_01_02_01,7,7,neutral,0.160229,0.340271,0.408384,0.091117
07_07_01_02_02,7,7,neutral,0.158402,0.39877,0.328775,0.114052
07_07_02_01_01,7,7,neutral,0.151547,0.455598,0.314956,0.077899
07_07_02_01_02,7,7,neutral,0.143065,0.456096,0.296324,0.104514
07_07_02_02_01,7,7,neutral,0.122333,0.442472,0.326448,0.108747
07_07_02_02_02,7,7,neutral,0.153818,0.444122,0.304624,0.097436
07_08_01_01_01,7,8,neutral,0.170363,0.294041,0.26395,0.271646
07_08_01_01_02,7,8,neutral,0.168766,0.277229,0.366631,0.187374
07_08_01_02_01,7,8,neutral,0.174131,0.265307,0.381804,0.178757
07_08_01_02_02,7,8,neutral,0.181445,0.280192,0.32511,0.213253
07_08_02_01_01,7,8,neutral,0.200309,0.338296,0.299881,0.161514
07_08_02_01_02,7,8,neutral,0.183145,0.32812,0.229557,0.259178
07_08_02_02_01,7,8,neutral,0.176754,0.317189,0.319764,0.186293
07_08_02_02_02,7,8,neutral,0.182372,0.293046,0.316922,0.20766
08_01_01_01_01,8,1,neutral,0.205142,0.240374,0.346296,0.208188
08_01_01_01_02,8,1,neutral,0.211287,0.238131,0.358465,0.192118
08_01_01_02_01,8,1,neutral,0.20696,0.228351,0.349241,0.215448
08_01_01_02_02,8,1,neutral,0.205175,0.241616,0.361618,0.191591
08_02_01_01_01,8,2,neutral,0.371709,0.239576,0.232121,0.156595
08_02_01_01_02,8,2,neutral,0.355229,0.220541,0.280842,0.143388
08_02_01_02_01,8,2,neutral,0.444077,0.211456,0.210094,0.134372
08_02_01_02_02,8,2,neutral,0.390088,0.216867,0.249815,0.14323
08_02_02_01_01,8,2,neutral,0.370102,0.226044,0.252092,0.151761
08_02_02_01_02,8,2,neutral,0.385143,0.224562,0.249183,0.141112
08_02_02_02_01,8,2,neutral,0.389998,0.221329,0.246356,0.142316
08_02_02_02_02,8,2,neutral,0.397462,0.213533,0.249631,0.139374
08_03_01_01_01,8,3,happy,0.645495,0.16987,0.109874,0.074761
08_03_01_01_02,8,3,happy,0.623346,0.172335,0.122705,0.081614
08_03_01_02_01,8,3,happy,0.656156,0.162345,0.106534,0.074965
08_03_01_02_02,8,3,happy,0.659102,0.166859,0.103411,0.070628
08_03_02_01_01,8,3,happy,0.714559,0.146577,0.080729,0.058135
08_03_02_01_02,8,3,happy,0.691913,0.154124,0.091691,0.062272
08_03_02_02_01,8,3,happy,0.67679,0.153173,0.111269,0.058767
08_03_02_02_02,8,3,happy,0.68344,0.152792,0.101856,0.061911
08_04_01_01_01,8,4,sad,0.195645,0.227426,0.394241,0.182688
08_04_01_01_02,8,4,sad,0.228599,0.228597,0.322224,0.220579
08_04_01_02_01,8,4,sad,0.205301,0.231091,0.41804,0.145568
08_04_01_02_02,8,4,sad,0.200056,0.238928,0.387421,0.173596
08_04_02_01_01,8,4,sad,0.22798,0.282954,0.355616,0.13345
08_04_02_01_02,8,4,sad,0.247741,0.264527,0.357426,0.130306
08_04_02_02_01,8,4,sad,0.291777,0.270839,0.314882,0.122502
08_04_02_02_02,8,4,sad,0.216478,0.283918,0.368611,0.130993
08_05_01_01_01,8,5,angry,0.19669,0.283457,0.303794,0.216059
08_05_01_01_02,8,5,angry,0.185778,0.277161,0.335104,0.201957
08_05_01_02_01,8,5,angry,0.191631,0.277104,0.308457,0.222808
08_05_01_02_02,8,5,angry,0.186905,0.296301,0.326171,0.190623
08_05_02_01_01,8,5,angry,0.193598,0.304471,0.312024,0.189907
08_05_02_01_02,8,5,angry,0.197906,0.306706,0.299881,0.195506
08_05_02_02_01,8,5,angry,0.181273,0.302659,0.301027,0.215041
08_05_02_02_02,8,5,angry,0.175862,0.33393,0.307099,0.183109
08_06_01_01_01,8,6,neutral,0.23938,0.223446,0.39737,0.139804
08_06_01_01_02,8,6,neutral,0.21232,0.223425,0.430708,0.133547
08_06_01_02_01,8,6,neutral,0.238302,0.223803,0.417092,0.120803
08_06_01_02_02,8,6,neutral,0.223037,0.216473,0.443397,0.117094
08_06_02_01_01,8,6,neutral,0.199867,0.245099,0.418157,0.136877
08_06_02_01_02,8,6,neutral,0.213742,0.253801,0.395093,0.137364
08_06_02_02_01,8,6,neutral,0.221521,0.250417,0.400646,0.127416
08_06_02_02_02,8,6,neutral,0.180978,0.281871,0.399696,0.137454
08_07_01_01_01,8,7,neutral,0.205648,0.281895,0.394963,0.117493
08_07_01_01_02,8,7,neutral,0.230908,0.289248,0.370512,0.109332
08_07_01_02_01,8,7,neutral,0.229347,0.357436,0.32737,0.085847
08_07_01_02_02,8,7,neutral,0.244812,0.357872,0.302884,0.094432
08_07_02_01_01,8,7,neutral,0.226973,0.359613,0.325728,0.087686
08_07_02_01_02,8,7,neutral,0.221261,0.339134,0.331534,0.108071
08_07_02_02_01,8,7,neutral,0.226963,0.384402,0.307053,0.081583
08_07_02_02_02,8,7,neutral,0.257587,0.40121,0.2741,0.067103
08_08_01_01_01,8,8,neutral,0.203,0.255077,0.33782,0.204102
08_08_01_01_02,8,8,neutral,0.198532,0.246282,0.396634,0.158552
08_08_01_02_01,8,8,neutral,0.189939,0.220475,0.444969,0.144618
08_08_01_02_02,8,8,neutral,0.187753,0.221158,0.443857,0.147232
08_08_02_01_01,8,8,neutral,0.23025,0.230701,0.39747,0.141579
08_08_02_01_02,8,8,neutral,0.187489,0.232612,0.43798,0.141919
08_08_02_02_01,8,8,neutral,0.18047,0.2276,0.457883,0.134047
08_08_02_02_02,8,8,neutral,0.187705,0.237041,0.428975,0.146279
09_01_01_01_01,9,1,neutral,0.157894,0.251462,0.286027,0.304617
09_01_01_01_02,9,1,neutral,0.156778,0.254458,0.282451,0.306314
09_01_01_02_01,9,1,neutral,0.15457,0.254558,0.292661,0.298211
09_01_01_02_02,9,1,neutral,0.162876,0.23381,0.305206,0.298108
09_02_01_01_01,9,2,neutral,0.197038,0.252168,0.284195,0.266598
09_02_01_01_02,9,2,neutral,0.174395,0.222136,0.319154,0.284315
09_02_01_02_01,9,2,neutral,0.178063,0.253436,0.370469,0.198032
09_02_01_02_02,9,2,neutral,0.173963,0.23477,0.347147,0.244121
09_02_02_01_01,9,2,neutral,0.219205,0.227718,0.281007,0.272071
09_02_02_01_02,9,2,neutral,0.179164,0.262426,0.338031,0.220379
09_02_02_02_01,9,2,neutral,0.187658,0.230371,0.39911,0.182862
09_02_02_02_02,9,2,neutral,0.199861,0.221669,0.392893,0.185577
09_03_01_01_01,9,3,happy,0.654773,0.201529,0.085738,0.057959
09_03_01_01_02,9,3,happy,0.455643,0.231455,0.199521,0.113381
09_03_01_02_01,9,3,happy,0.358028,0.261021,0.242133,0.138818
09_03_01_02_02,9,3,happy,0.443695,0.234323,0.205638,0.116343
09_03_02_01_01,9,3,happy,0.521177,0.229436,0.159275,0.090111
09_03_02_01_02,9,3,happy,0.596406,0.204599,0.123849,0.075146
09_03_02_02_01,9,3,happy,0.354413,0.244134,0.277131,0.124321
09_03_02_02_02,9,3,happy,0.589903,0.191012,0.139243,0.079842
09_04_01_01_01,9,4,sad,0.112625,0.372551,0.364708,0.150116
09_04_01_01_02,9,4,sad,0.122079,0.327175,0.393458,0.157287
09_04_01_02_01,9,4,sad,0.134633,0.320035,0.386402,0.15893
09_04_01_02_02,9,4,sad,0.130152,0.310769,0.386128,0.17295
09_04_02_01_01,9,4,sad,0.157672,0.434461,0.344471,0.063396
09_04_02_01_02,9,4,sad,0.14102,0.40921,0.383375,0.066395
09_04_02_02_01,9,4,sad,0.118676,0.382316,0.430239,0.068769
09_04_02_02_02,9,4,sad,0.12573,0.42682,0.378065,0.069384
09_05_01_01_01,9,5,angry,0.211909,0.342407,0.237702,0.207982
09_05_01_01_02,9,5,angry,0.166006,0.35178,0.269516,0.212697
09_05_01_02_01,9,5,angry,0.176397,0.348764,0.243636,0.231202
09_05_01_02_02,9,5,angry,0.171941,0.329019,0.246975,0.252065
09_05_02_01_01,9,5,angry,0.149583,0.404834,0.281916,0.163667
09_05_02_01_02,9,5,angry,0.180424,0.3858,0.266241,0.167535
09_05_02_02_01,9,5,angry,0.135451,0.404372,0.310817,0.149359
09_05_02_02_02,9,5,angry,0.134476,0.462038,0.275024,0.128463
09_06_01_01_01,9,6,neutral,0.135777,0.360146,0.278265,0.225812
09_06_01_01_02,9,6,neutral,0.15001,0.303458,0.269802,0.27673
09_06_01_02_01,9,6,neutral,0.159314,0.283832,0.238439,0.318415
09_06_01_02_02,9,6,neutral,0.151921,0.316475,0.244119,0.287485
09_06_02_01_01,9,6,neutral,0.141785,0.325006,0.360732,0.172477
09_06_02_01_02,9,6,neutral,0.147569,0.328079,0.353019,0.171333
09_06_02_02_01,9,6,neutral,0.153739,0.319339,0.352972,0.17395
09_06_02_02_02,9,6,neutral,0.141311,0.330767,0.378429,0.149493
09_07_01_01_01,9,7,neutral,0.358438,0.345853,0.219823,0.075886
09_07_01_01_02,9,7,neutral,0.209292,0.400807,0.297823,0.092077
09_07_01_02_01,9,7,neutral,0.354152,0.342808,0.222179,0.080861
09_07_01_02_02,9,7,neutral,0.237246,0.384289,0.282731,0.095734
09_07_02_01_01,9,7,neutral,0.218345,0.412048,0.290527,0.079081
09_07_02_01_02,9,7,neutral,0.261305,0.379176,0.284056,0.075463
09_07_02_02_01,9,7,neutral,0.2316,0.389623,0.294002,0.084776
09_07_02_02_02,9,7,neutral,0.264951,0.373361,0.276076,0.085612
09_08_01_01_01,9,8,neutral,0.128088,0.331384,0.327341,0.213187
09_08_01_01_02,9,8,neutral,0.180907,0.331414,0.251568,0.23611
09_08_01_02_01,9,8,neutral,0.194868,0.323523,0.244097,0.237512
09_08_01_02_02,9,8,neutral,0.139904,0.319983,0.316123,0.223991
09_08_02_01_01,9,8,neutral,0.123547,0.400173,0.334716,0.141564
09_08_02_01_02,9,8,neutral,0.132352,0.381415,0.290676,0.195557
09_08_02_02_01,9,8,neutral,0.133107,0.435757,0.285243,0.145893
09_08_02_02_02,9,8,neutral,0.171746,0.383786,0.276997,0.167472
10_01_01_01_01,10,1,neutral,0.193396,0.232798,0.227308,0.346499
10_01_01_01_02,10,1,neutral,0.188415,0.220501,0.207487,0.383597
10_01_01_02_01,10,1,neutral,0.1913,0.24158,0.238308,0.328812
10_01_01_02_02,10,1,neutral,0.190485,0.219917,0.212326,0.377272
10_02_01_01_01,10,2,neutral,0.226582,0.232798,0.214008,0.326611
10_02_01_01_02,10,2,neutral,0.259298,0.241743,0.211642,0.287317
10_02_01_02_01,10,2,neutral,0.224745,0.233486,0.271728,0.270042
10_02_01_02_02,10,2,neutral,0.214749,0.233573,0.292028,0.25965
10_02_02_01_01,10,2,neutral,0.230716,0.247467,0.25979,0.262027
10_02_02_01_02,10,2,neutral,0.200767,0.239869,0.312932,0.246432
10_02_02_02_01,10,2,neutral,0.26991,0.23949,0.302142,0.188459
10_02_02_02_02,10,2,neutral,0.23303,0.229852,0.300322,0.236796
10_03_01_01_01,10,3,happy,0.445288,0.263874,0.168023,0.122814
10_03_01_01_02,10,3,happy,0.424567,0.260476,0.193328,0.121629
10_03_01_02_01,10,3,happy,0.490068,0.232697,0.154566,0.122669
10_03_01_02_02,10,3,happy,0.362453,0.243936,0.244097,0.149515
10_03_02_01_01,10,3,happy,0.438729,0.251186,0.194691,0.115395
10_03_02_01_02,10,3,happy,0.332209,0.25889,0.263261,0.145641
10_03_02_02_01,10,3,happy,0.386242,0.267537,0.188014,0.158207
10_03_02_02_02,10,3,happy,0.491503,0.236371,0.166198,0.105928
10_04_01_01_01,10,4,sad,0.185491,0.224006,0.225359,0.365145
10_04_01_01_02,10,4,sad,0.180589,0.209538,0.201061,0.408811
10_04_01_02_01,10,4,sad,0.179212,0.226297,0.214887,0.379604
10_04_01_02_02,10,4,sad,0.175018,0.218916,0.211938,0.394128
10_04_02_01_01,10,4,sad,0.207375,0.272107,0.266557,0.253961
10_04_02_01_02,10,4,sad,0.191644,0.271804,0.234014,0.302538
10_04_02_02_01,10,4,sad,0.195309,0.231478,0.202704,0.370508
10_04_02_02_02,10,4,sad,0.218776,0.232735,0.203103,0.345386
10_05_01_01_01,10,5,angry,0.191878,0.232793,0.190534,0.384796
10_05_01_01_02,10,5,angry,0.185584,0.226671,0.188845,0.3989
10_05_01_02_01,10,5,angry,0.194009,0.255042,0.191272,0.359677
10_05_01_02_02,10,5,angry,0.215507,0.270087,0.202075,0.31233
10_05_02_01_01,10,5,angry,0.191991,0.282584,0.192509,0.332915
10_05_02_01_02,10,5,angry,0.210681,0.311597,0.208874,0.268848
10_05_02_02_01,10,5,angry,0.194693,0.25608,0.205635,0.343592
10_05_02_02_02,10,5,angry,0.221668,0.312121,0.205267,0.260944
10_06_01_01_01,10,6,neutral,0.183067,0.279033,0.210862,0.327038
10_06_01_01_02,10,6,neutral,0.179745,0.264589,0.203222,0.352443
10_06_01_02_01,10,6,neutral,0.186173,0.270013,0.297494,0.246319
10_06_01_02_02,10,6,neutral,0.186106,0.23676,0.248563,0.328571
10_06_02_01_01,10,6,neutral,0.18628,0.286174,0.25678,0.270766
10_06_02_01_02,10,6,neutral,0.182914,0.278963,0.272323,0.265799
10_06_02_02_01,10,6,neutral,0.215741,0.309097,0.258971,0.216191
10_06_02_02_02,10,6,neutral,0.242637,0.291475,0.244624,0.221263
10_07_01_01_01,10,7,neutral,0.223353,0.347493,0.244094,0.185059
10_07_01_01_02,10,7,neutral,0.224079,0.31676,0.251263,0.207898
10_07_01_02_01,10,7,neutral,0.207834,0.393641,0.263868,0.134657
10_07_01_02_02,10,7,neutral,0.293137,0.369366,0.238967,0.09853
10_07_02_01_01,10,7,neutral,0.215169,0.411526,0.271794,0.101512
10_07_02_01_02,10,7,neutral,0.232807,0.41689,0.248806,0.101497
10_07_02_02_01,10,7,neutral,0.288078,0.404135,0.226251,0.081536
10_07_02_02_02,10,7,neutral,0.292445,0.398602,0.213834,0.095119
10_08_01_01_01,10,8,neutral,0.187765,0.258899,0.219627,0.33371
10_08_01_01_02,10,8,neutral,0.195966,0.25656,0.260442,0.287033
10_08_01_02_01,10,8,neutral,0.200385,0.276943,0.268426,0.254245
10_08_01_02_02,10,8,neutral,0.193065,0.264966,0.30983,0.232139
10_08_02_01_01,10,8,neutral,0.197761,0.267989,0.339136,0.195115
10_08_02_01_02,10,8,neutral,0.189695,0.257595,0.345454,0.207255
10_08_02_02_01,10,8,neutral,0.183145,0.30399,0.204508,0.308357
10_08_02_02_02,10,8,neutral,0.179459,0.277075,0.202415,0.341051
11_01_01_01_01,11,1,neutral,0.197691,0.185975,0.2011,0.415233
11_01_01_01_02,11,1,neutral,0.183418,0.186467,0.204832,0.425283
11_01_01_02_01,11,1,neutral,0.182725,0.192156,0.201617,0.423502
11_01_01_02_02,11,1,neutral,0.182705,0.189267,0.201912,0.426116
11_02_01_01_01,11,2,neutral,0.226572,0.204626,0.188936,0.379866
11_02_01_01_02,11,2,neutral,0.221047,0.205057,0.195443,0.378453
11_02_01_02_01,11,2,neutral,0.212025,0.186988,0.186406,0.414581
11_02_01_02_02,11,2,neutral,0.218015,0.2186,0.210509,0.352876
11_02_02_01_01,11,2,neutral,0.212499,0.201381,0.197416,0.388705
11_02_02_01_02,11,2,neutral,0.275519,0.217054,0.194596,0.312831
11_02_02_02_01,11,2,neutral,0.203329,0.209331,0.205913,0.381427
11_02_02_02_02,11,2,neutral,0.220903,0.212166,0.197839,0.369092
11_03_01_01_01,11,3,happy,0.258195,0.215939,0.19935,0.326516
11_03_01_01_02,11,3,happy,0.438346,0.18879,0.164655,0.208209
11_03_01_02_01,11,3,happy,0.443713,0.191828,0.166875,0.197584
11_03_01_02_02,11,3,happy,0.350476,0.202069,0.18784,0.259615
11_03_02_01_01,11,3,happy,0.471608,0.214161,0.154631,0.1596
11_03_02_01_02,11,3,happy,0.423935,0.213945,0.161625,0.200495
11_03_02_02_01,11,3,happy,0.398519,0.21823,0.197527,0.185724
11_03_02_02_02,11,3,happy,0.474213,0.214023,0.161996,0.149768
11_04_01_01_01,11,4,sad,0.188891,0.220007,0.240938,0.350164
11_04_01_01_02,11,4,sad,0.18132,0.200891,0.229424,0.388365
11_04_01_02_01,11,4,sad,0.187019,0.21076,0.254345,0.347876
11_04_01_02_02,11,4,sad,0.176844,0.203741,0.276846,0.342569
11_04_02_01_01,11,4,sad,0.22802,0.227564,0.34597,0.198445
11_04_02_01_02,11,4,sad,0.192636,0.284501,0.308421,0.214442
11_04_02_02_01,11,4,sad,0.173094,0.24668,0.388938,0.191288
11_04_02_02_02,11,4,sad,0.166968,0.293765,0.380852,0.158415
11_05_01_01_01,11,5,angry,0.196515,0.216235,0.206246,0.381003
11_05_01_01_02,11,5,angry,0.188329,0.217471,0.197781,0.396419
11_05_01_02_01,11,5,angry,0.188455,0.209878,0.209122,0.392545
11_05_01_02_02,11,5,angry,0.183656,0.211348,0.204904,0.400093
11_05_02_01_01,11,5,angry,0.186458,0.235177,0.217931,0.360434
11_05_02_01_02,11,5,angry,0.191726,0.248455,0.206957,0.352862
11_05_02_02_01,11,5,angry,0.180239,0.263144,0.205032,0.351585
11_05_02_02_02,11,5,angry,0.183052,0.254886,0.207885,0.354176
11_06_01_01_01,11,6,neutral,0.191197,0.215402,0.225837,0.367565
11_06_01_01_02,11,6,neutral,0.186958,0.211297,0.238468,0.363277
11_06_01_02_01,11,6,neutral,0.181612,0.195621,0.243908,0.378859
11_06_01_02_02,11,6,neutral,0.180097,0.199326,0.242794,0.377784
11_06_02_01_01,11,6,neutral,0.184923,0.228029,0.293158,0.29389
11_06_02_01_02,11,6,neutral,0.192921,0.221546,0.273408,0.312125
11_06_02_02_01,11,6,neutral,0.191439,0.220667,0.262133,0.32576
11_06_02_02_02,11,6,neutral,0.207454,0.223718,0.281928,0.2869
11_07_01_01_01,11,7,neutral,0.246652,0.239667,0.267668,0.246013
11_07_01_01_02,11,7,neutral,0.183089,0.264407,0.333653,0.218851
11_07_01_02_01,11,7,neutral,0.242364,0.306459,0.301429,0.149749
11_07_01_02_02,11,7,neutral,0.226541,0.270269,0.279896,0.223293
11_07_02_01_01,11,7,neutral,0.249558,0.257463,0.261033,0.231946
11_07_02_01_02,11,7,neutral,0.196145,0.255077,0.265405,0.283373
11_07_02_02_01,11,7,neutral,0.193849,0.255704,0.338362,0.212084
11_07_02_02_02,11,7,neutral,0.233118,0.25936,0.263729,0.243794
11_08_01_01_01,11,8,neutral,0.187207,0.208614,0.25616,0.348018
11_08_01_01_02,11,8,neutral,0.203821,0.219072,0.308113,0.268994
11_08_01_02_01,11,8,neutral,0.1982,0.226373,0.262239,0.313188
11_08_01_02_02,11,8,neutral,0.19659,0.228417,0.217551,0.357442
11_08_02_01_01,11,8,neutral,0.196147,0.216112,0.33792,0.249822
11_08_02_01_02,11,8,neutral,0.198273,0.227554,0.347481,0.226693
11_08_02_02_01,11,8,neutral,0.193866,0.224409,0.273225,0.3085
11_08_02_02_02,11,8,neutral,0.19307,0.221596,0.325275,0.260058
12_01_01_01_01,12,1,neutral,0.200818,0.245527,0.237344,0.316311
12_01_01_01_02,12,1,neutral,0.200631,0.25277,0.236135,0.310464
12_01_01_02_01,12,1,neutral,0.182167,0.266696,0.270681,0.280455
12_01_01_02_02,12,1,neutral,0.194202,0.277203,0.222492,0.306103
12_02_01_01_01,12,2,neutral,0.289715,0.273259,0.206563,0.230463
12_02_01_01_02,12,2,neutral,0.249675,0.266745,0.228585,0.254994
12_02_01_02_01,12,2,neutral,0.266305,0.256554,0.203617,0.273525
12_02_01_02_02,12,2,neutral,0.321196,0.241316,0.191091,0.246397
12_02_02_01_01,12,2,neutral,0.253311,0.269492,0.237923,0.239274
12_02_02_01_02,12,2,neutral,0.264988,0.275611,0.216327,0.243074
12_02_02_02_01,12,2,neutral,0.260524,0.257082,0.234195,0.248199
12_02_02_02_02,12,2,neutral,0.293256,0.26772,0.220157,0.218868
12_03_01_01_01,12,3,happy,0.513417,0.217929,0.139106,0.129548
12_03_01_01_02,12,3,happy,0.545676,0.211904,0.129949,0.112471
12_03_01_02_01,12,3,happy,0.40529,0.228898,0.176163,0.189649
12_03_01_02_02,12,3,happy,0.52635,0.210977,0.134418,0.128254
12_03_02_01_01,12,3,happy,0.497082,0.219606,0.175951,0.107361
12_03_02_01_02,12,3,happy,0.516467,0.218556,0.148256,0.116722
12_03_02_02_01,12,3,happy,0.612001,0.17557,0.118907,0.093522
12_03_02_02_02,12,3,happy,0.582843,0.199973,0.121924,0.09526
12_04_01_01_01,12,4,sad,0.124875,0.368998,0.374334,0.131793
12_04_01_01_02,12,4,sad,0.131253,0.352391,0.387202,0.129154
12_04_01_02_01,12,4,sad,0.131068,0.347094,0.355636,0.166203
12_04_01_02_02,12,4,sad,0.121777,0.371052,0.385856,0.121316
12_04_02_01_01,12,4,sad,0.151313,0.370768,0.371361,0.106558
12_04_02_01_02,12,4,sad,0.153412,0.36199,0.393384,0.091215
12_04_02_02_01,12,4,sad,0.165783,0.38138,0.343499,0.109338
12_04_02_02_02,12,4,sad,0.14594,0.359449,0.4021,0.092511
12_05_01_01_01,12,5,angry,0.168325,0.327503,0.233993,0.270179
12_05_01_01_02,12,5,angry,0.165684,0.318492,0.242117,0.273707
12_05_01_02_01,12,5,angry,0.199729,0.29413,0.231726,0.274416
12_05_01_02_02,12,5,angry,0.182096,0.292942,0.22897,0.295991
12_05_02_01_01,12,5,angry,0.165925,0.343082,0.239367,0.251627
12_05_02_01_02,12,5,angry,0.167411,0.358601,0.239524,0.234464
12_05_02_02_01,12,5,angry,0.185894,0.313793,0.224728,0.275585
12_05_02_02_02,12,5,angry,0.174153,0.353488,0.23891,0.23345
12_06_01_01_01,12,6,neutral,0.182765,0.270666,0.356016,0.190552
12_06_01_01_02,12,6,neutral,0.158287,0.302236,0.393505,0.145972
12_06_01_02_01,12,6,neutral,0.165528,0.310629,0.334147,0.189696
12_06_01_02_02,12,6,neutral,0.167477,0.294378,0.323103,0.215043
12_06_02_01_01,12,6,neutral,0.17047,0.323596,0.327866,0.178068
12_06_02_01_02,12,6,neutral,0.154881,0.32607,0.386869,0.132179
12_06_02_02_01,12,6,neutral,0.186917,0.3006,0.299432,0.21305
12_06_02_02_02,12,6,neutral,0.179185,0.290785,0.38804,0.14199
12_07_01_01_01,12,7,neutral,0.215536,0.281299,0.346526,0.15664
12_07_01_01_02,12,7,neutral,0.228298,0.355739,0.284309,0.131654
12_07_01_02_01,12,7,neutral,0.249291,0.270445,0.336558,0.143706
12_07_01_02_02,12,7,neutral,0.199744,0.340796,0.276739,0.182721
12_07_02_01_01,12,7,neutral,0.245932,0.347802,0.265388,0.140878
12_07_02_01_02,12,7,neutral,0.234903,0.414693,0.241717,0.108687
12_07_02_02_01,12,7,neutral,0.182288,0.391787,0.309077,0.116848
12_07_02_02_02,12,7,neutral,0.191119,0.452147,0.25909,0.097644
12_08_01_01_01,12,8,neutral,0.259771,0.280339,0.215383,0.244508
12_08_01_01_02,12,8,neutral,0.325783,0.270149,0.268028,0.136039
12_08_01_02_01,12,8,neutral,0.195712,0.261276,0.30993,0.233082
12_08_01_02_02,12,8,neutral,0.202849,0.250796,0.327067,0.219288
12_08_02_01_01,12,8,neutral,0.221786,0.299329,0.247407,0.231479
12_08_02_01_02,12,8,neutral,0.219824,0.308071,0.212799,0.259306
12_08_02_02_01,12,8,neutral,0.289201,0.310248,0.202922,0.197629
12_08_02_02_02,12,8,neutral,0.271169,0.297207,0.251406,0.180218
13_01_01_01_01,13,1,neutral,0.20828,0.220536,0.207745,0.363439
13_01_01_01_02,13,1,neutral,0.197886,0.222724,0.209976,0.369414
13_01_01_02_01,13,1,neutral,0.186554,0.219679,0.225979,0.367788
13_01_01_02_02,13,1,neutral,0.192215,0.21914,0.22074,0.367906
13_02_01_01_01,13,2,neutral,0.29153,0.232618,0.215496,0.260356
13_02_01_01_02,13,2,neutral,0.291139,0.238902,0.202625,0.267333
13_02_01_02_01,13,2,neutral,0.274805,0.255122,0.212164,0.257908
13_02_01_02_02,13,2,neutral,0.256339,0.255444,0.197855,0.290362
13_02_02_01_01,13,2,neutral,0.408052,0.248628,0.166928,0.176392
13_02_02_01_02,13,2,neutral,0.321533,0.236435,0.194385,0.247646
13_02_02_02_01,13,2,neutral,0.265778,0.250735,0.198182,0.285306
13_02_02_02_02,13,2,neutral,0.30322,0.238857,0.20294,0.254984
13_03_01_01_01,13,3,happy,0.491133,0.22622,0.139187,0.14346
13_03_01_01_02,13,3,happy,0.455115,0.238387,0.146211,0.160288
13_03_01_02_01,13,3,happy,0.401993,0.235027,0.173391,0.189589
13_03_01_02_02,13,3,happy,0.44483,0.239448,0.164406,0.151316
13_03_02_01_01,13,3,happy,0.68703,0.165656,0.077775,0.069539
13_03_02_01_02,13,3,happy,0.581419,0.2077,0.117696,0.093186
13_03_02_02_01,13,3,happy,0.463013,0.263871,0.154561,0.118555
13_03_02_02_02,13,3,happy,0.446972,0.266213,0.158789,0.128026
13_04_01_01_01,13,4,sad,0.190854,0.25783,0.217787,0.333529
