segment_id,start,end,transcript,asr_confidence
371,1996.01,1998.45,"So they come up with something like this, curved up.",0.5962
372,1998.49,2001.52,"So here, and you don't have to, you know, bend your thumb too much.",0.7634
373,2002.26,2007.28,"So it's like a, you can say a banana kind of curved like a boat.",0.5791
374,2007.26,2021.52,"So what happens is you don't have to press your thumb too down like so it's already curved up So we can have us like you know mold it according to your Yeah, the way you hold up.",0.6987
375,2021.54,2024.19,It's kind of semi-circular in the bottom something like that.,0.7193
376,2024.21,2031.38,"Okay, I wouldn't say exactly semi-circular but you look into the company logo",0.6692
377,2031.36,2041.42,things that are associated with the company in view to try and incorporate that into the design of the product.,0.6941
378,2043.2,2053.22,"For example, if it was a sea or something like that, you could have it in a vague sea shape that opens up kind of like a shell or something.",0.8856
379,2055.98,2066.73,"Something along those lines to be able to incorporate it quite, obviously, into the design while also making it quite different from anything else that's there.",0.8399
380,2067.27,2083.46,What we were talking is to make it rather than like seashells logo could become means you could put a logo in the corner of the model rather than you know trying to make it like a seashell or what you're telling me.,0.7006
381,2083.48,2086.09,Well we need to think about how it's gonna look different.,0.7225
382,2087.03,2092.22,"I think that sounds a really attractive idea, not come across anything like that before.",0.8199
383,2092.24,2099.87,"If it kind of, yeah, and that opens out into your flip top, then it's nice to, you can make it lightweight plastic, nice to hold in the palm of the hand.",0.8278
384,2100.41,2108.68,"And just because you're having to actually insert in between the two covers, that's going to take care of some of the repetitive strain injury, try and prevent a lot of it, I would think.",0.7683
385,2108.66,2110.19,I think it's a really nice idea.,0.8213
386,2110.23,2116.75,"Even though we're using plastic, think of the design you can get in plastic.",0.6751
387,2116.77,2121.31,We can do a nice conch shell or scallop shell exterior.,0.7314
388,2121.61,2126.99,"Or you could do different, like you get with mobile phones, different fashions.",0.7844
389,2127.82,2130.62,You could have different kind of casings.,0.7551
390,2130.8,2137.59,You could have psychedelic ones for younger people and sleek ones.,0.811
391,2138.41,2139.81,"Less chance of it being lost, too.",0.8266
392,2139.85,2143.01,It's not like a chocolate-brown lozenge that's going to go down the sofa.,0.8342
393,2143.32,2151.45,"People might want to put it on their mantelpiece or whatever, if it looks attractive enough as a kind of ornament, and they're not going to lose it so much.",0.7529
394,2151.43,2153.09,"It's easy, it's a bit nice to handle.",0.6852
395,2154.61,2160.1,"Yeah, maybe we could commit some, say, 5-6 designs and then choose whichever appeals the most.",0.6689
396,2160.38,2161.66,That could be the most common design.,0.8673
397,2162.91,2164.51,But we can think of 5-6 designs.,0.739
398,2165.07,2167.7,"Right, I think we have to round it up.",0.6417
399,2167.98,2171.59,Can I just quickly go over the new project requirements so that I haven't missed anything?,0.7796
400,2171.99,2173.03,There's no teletext.,0.9097
401,2173.27,2175.34,It's only for TV and by implication video.,0.6903
402,2176.22,2178.62,Corporate image should be incorporated in their remote control.,0.8062
403,2178.68,2182.09,Something about video plus.,0.8347
404,2182.31,2194.52,"That was in cutting down the number, that was kind of separate, that was cutting down the number of functions, making it simpler, instead of having lots of things to do.",0.7352
405,2194.54,2200.81,"So when they press for programming, it comes up on the LCDR reminder about using Video Plus, so that they will look at the guidance.",0.8708
406,2202.43,2204.43,Or is this nothing to do with the project requirements?,0.8424
407,2204.47,2206.37,"Is this just, that was an add-on feature.",0.6266
408,2206.89,2213.9,"It kind of takes the place of having a button to press for the date and having a button to press for the channel, things like that.",0.7971
409,2214.34,2216.95,So it's kind of doing away with the programming feature?,0.6778
410,2216.99,2223.38,"Yes, it could be an advertisement feature rather than a design feature.",0.5953
411,2224.74,2230.49,Drawing attention to that and also paid lip service in the instruction manual.,0.8465
412,2231.03,2235.63,"Because it's very simple, so putting it down in words should be helpful.",0.7495
413,2235.61,2237.02,and there'd be chargeable batteries.,0.5838
414,2237.45,2241.88,Was there anything else there that we... new project requirements?,0.8226
415,2248.81,2255.44,"We've got the buttons, but I think we'll work through that with the design of it.",0.8476
416,2257.14,2263.13,"That's not at the moment a requirement, it's something we're looking at, what preference, so it may come around to market research at some point to see what people can do.",0.6449
417,2263.19,2268.96,"We've talked about there being an alarm or something, a beeping for being lost.",0.6211
418,2270.02,2277.69,"learning how to use it should be as simple as possible, but there aren't going to be that many functions incorporated into it, so it should be fine.",0.838
419,2278.19,2282.24,"And the instruction manual, I don't know if we deal with that.",0.8443
420,2286.0,2292.01,"I think, yeah, and different from what's out there.",0.7556
421,2292.31,2294.19,I think that's us.,0.8733
422,2294.54,2300.19,"What would you specifically like marketing to look at before the next meeting, or shall I just sort of generally look at all the issues involved?",0.6258
423,2300.21,2303.59,"I think you might get guidance, but...",0.901
424,2307.28,2314.57,"In short, the manuals, because there tends to be a demonised thing there.",0.5284
425,2315.57,2319.66,"Everyone's got a big pile of them, but no one really uses them.",0.6053
426,2322.98,2341.76,I think you can email me if there's any more questions.,0.8315
