segment_id,start,end,speaker_id,transcript,asr_confidence
372,1002.0,1005.0,SPEAKER_03,"Well, when you're talking about game and stuff, do you think they",0.5001
373,1003.5,1006.5,SPEAKER_03,"game and stuff, do you think they should have some sort of",0.5001
374,1005.0,1008.0,SPEAKER_03,should have some sort of stick on,0.5568
375,1006.5,1009.5,SPEAKER_03,stick on it rather than buttons.,0.6135
376,1008.0,1011.0,SPEAKER_03,"it rather than buttons. Oh, okay, that's it. Like,",0.5151
377,1009.5,1012.5,SPEAKER_03,"Oh, okay, that's it. Like, control pads, you",0.4658
378,1011.0,1014.0,SPEAKER_03,"control pads, you know, of games,",0.5545
379,1012.5,1015.5,SPEAKER_03,"know, of games, but is that",0.5545
380,1014.0,1017.0,SPEAKER_03,but is that a bit ridiculous?,0.5545
381,1018.5,1021.5,SPEAKER_00,"everybody's probably used to a console by now, and all of",0.7755
382,1020.0,1023.0,SPEAKER_00,"by now, and all of them incorporate small d-pads on them.",0.7755
383,1021.5,1024.5,SPEAKER_00,"them incorporate small d-pads on them. In fact, even the mobile phones",0.7704
384,1023.0,1026.0,SPEAKER_00,"In fact, even the mobile phones these days are beginning to use them as",0.7704
385,1024.5,1027.5,SPEAKER_00,these days are beginning to use them as well. So it's probably,0.8017
386,1026.0,1029.0,SPEAKER_00,well. So it's probably an interface that,0.8017
387,1027.5,1030.5,SPEAKER_00,an interface that most people are,0.8382
388,1029.0,1032.0,SPEAKER_00,most people are used to.,0.8382
389,1030.5,1033.5,SPEAKER_00,used to. and,0.8007
390,1032.0,1035.0,SPEAKER_00,and that could allow,0.7633
391,1033.5,1036.5,SPEAKER_00,that could allow easy navigation users a,0.7633
392,1035.0,1038.0,SPEAKER_00,easy navigation users a joystick as well.,0.7633
393,1036.5,1039.5,SPEAKER_00,joystick as well.,0.7633
394,1044.0,1047.0,SPEAKER_02,Maybe the other,0.7196
395,1045.5,1048.5,SPEAKER_02,Maybe the other key feature that,0.7196
396,1047.0,1050.0,SPEAKER_02,key feature that there would be,0.7196
397,1048.5,1051.5,SPEAKER_02,there would be a good,0.7196
398,1050.0,1053.0,SPEAKER_02,a good idea of building,0.7196
399,1051.5,1054.5,SPEAKER_02,idea of building is to make,0.7196
400,1053.0,1056.0,SPEAKER_02,is to make something fairly sort,0.7196
401,1054.5,1057.5,SPEAKER_02,"something fairly sort of ergonomic, something",0.7196
402,1056.0,1059.0,SPEAKER_02,"of ergonomic, something that just fits",0.7196
403,1057.5,1060.5,SPEAKER_02,that just fits as comfortably as,0.7196
404,1059.0,1062.0,SPEAKER_02,as comfortably as possible into the,0.7196
405,1060.5,1063.5,SPEAKER_02,"possible into the hand, which of",0.7196
406,1062.0,1065.0,SPEAKER_02,"hand, which of course also allows",0.7196
407,1063.5,1066.5,SPEAKER_02,course also allows for the possibility,0.7196
408,1065.0,1068.0,SPEAKER_02,for the possibility of a more,0.7196
409,1066.5,1069.5,SPEAKER_02,of a more sort of slightly,0.7196
410,1068.0,1071.0,SPEAKER_02,"sort of slightly unconventional, attractive",0.7196
411,1071.0,1074.0,SPEAKER_02,shape for it,0.8813
412,1072.5,1075.5,SPEAKER_02,shape for it overall.,0.8813
413,1075.5,1078.5,SPEAKER_00,"So small, stylish, and something",0.6154
414,1077.0,1080.0,SPEAKER_00,"stylish, and something that's just a",0.6154
415,1078.5,1081.5,SPEAKER_00,that's just a little bit different.,0.6154
416,1081.5,1084.5,SPEAKER_02,"Slightly sort of biomorphic in forms, which would need to be",0.7574
417,1083.0,1086.0,SPEAKER_02,which would need to be sort of conformed to the shape,0.7574
418,1084.5,1087.5,SPEAKER_02,sort of conformed to the shape of the hand more efficiently,0.7574
419,1089.0,1092.0,SPEAKER_00,that's definitely something that we should be able to do quite,0.788
420,1090.5,1093.5,SPEAKER_00,be able to do quite easily.,0.788
421,1092.0,1095.0,SPEAKER_00,easily. I would have hoped so anyway.,0.7876
422,1093.5,1096.5,SPEAKER_00,I would have hoped so anyway.,0.7872
423,1099.5,1102.5,SPEAKER_00,I'd say we finish this one,0.7386
424,1101.0,1104.0,SPEAKER_00,"we finish this one up, we'll get started, I'll",0.7386
425,1102.5,1105.5,SPEAKER_00,"up, we'll get started, I'll write up what we've",0.7386
426,1104.0,1107.0,SPEAKER_00,"write up what we've kind of quickly done, and",0.7386
427,1105.5,1108.5,SPEAKER_00,"kind of quickly done, and I'll get that out",0.7386
428,1107.0,1110.0,SPEAKER_00,I'll get that out to everybody.,0.7386
429,1108.5,1111.5,SPEAKER_00,to everybody. OK. Yeah?,0.558
430,1114.5,1117.5,SPEAKER_01,"and Gideon, I",0.502
431,1116.0,1119.0,SPEAKER_01,"Gideon, I guess.",0.502
432,1120.5,1123.5,SPEAKER_00,"I'm aware, we leave the microphones here,",0.7205
433,1122.0,1125.0,SPEAKER_00,"the microphones here, unless we're told otherwise,",0.7205
434,1123.5,1126.5,SPEAKER_00,"unless we're told otherwise, and just take the",0.7205
