pair_id,actor,gender,statement,intensity,repetition,audio_clip_id,video_clip_id,audio_emotion_4class,video_emotion_4class,label,p_audio_happy,p_audio_angry,p_audio_sad,p_audio_neutral,p_video_happy,p_video_angry,p_video_sad,p_video_neutral,p_text_happy,p_text_angry,p_text_sad,p_text_neutral
03_2_2_2_Afearful_Vsurprised,3,male,2,2,2,03_06_02_02_02,03_08_02_02_02,neutral,neutral,0,0.95564,0.003075,0.040244,0.001041,0.178386,0.256362,0.187672,0.37758,0.008141,0.007626,0.011831,0.972402
03_2_2_2_Ahappy_Vangry,3,male,2,2,2,03_03_02_02_02,03_05_02_02_02,happy,angry,1,0.840194,0.144426,0.010809,0.004571,0.237907,0.31952,0.204451,0.238123,0.008141,0.007626,0.011831,0.972402
03_2_2_2_Ahappy_Vcalm,3,male,2,2,2,03_03_02_02_02,03_02_02_02_02,happy,neutral,1,0.840194,0.144426,0.010809,0.004571,0.236908,0.290186,0.21486,0.258046,0.008141,0.007626,0.011831,0.972402
03_2_2_2_Ahappy_Vdisgust,3,male,2,2,2,03_03_02_02_02,03_07_02_02_02,happy,neutral,1,0.840194,0.144426,0.010809,0.004571,0.224445,0.444249,0.254022,0.077284,0.008141,0.007626,0.011831,0.972402
03_2_2_2_Ahappy_Vfearful,3,male,2,2,2,03_03_02_02_02,03_06_02_02_02,happy,neutral,1,0.840194,0.144426,0.010809,0.004571,0.176712,0.395201,0.279067,0.149019,0.008141,0.007626,0.011831,0.972402
03_2_2_2_Ahappy_Vhappy,3,male,2,2,2,03_03_02_02_02,03_03_02_02_02,happy,happy,0,0.840194,0.144426,0.010809,0.004571,0.594751,0.217976,0.10428,0.082993,0.008141,0.007626,0.011831,0.972402
03_2_2_2_Ahappy_Vsad,3,male,2,2,2,03_03_02_02_02,03_04_02_02_02,happy,sad,1,0.840194,0.144426,0.010809,0.004571,0.270754,0.344242,0.308848,0.076156,0.008141,0.007626,0.011831,0.972402
03_2_2_2_Ahappy_Vsurprised,3,male,2,2,2,03_03_02_02_02,03_08_02_02_02,happy,neutral,1,0.840194,0.144426,0.010809,0.004571,0.178386,0.256362,0.187672,0.37758,0.008141,0.007626,0.011831,0.972402
03_2_2_2_Asad_Vangry,3,male,2,2,2,03_04_02_02_02,03_05_02_02_02,sad,angry,1,0.992449,0.002124,0.005264,0.000163,0.237907,0.31952,0.204451,0.238123,0.008141,0.007626,0.011831,0.972402
03_2_2_2_Asad_Vcalm,3,male,2,2,2,03_04_02_02_02,03_02_02_02_02,sad,neutral,1,0.992449,0.002124,0.005264,0.000163,0.236908,0.290186,0.21486,0.258046,0.008141,0.007626,0.011831,0.972402
03_2_2_2_Asad_Vdisgust,3,male,2,2,2,03_04_02_02_02,03_07_02_02_02,sad,neutral,1,0.992449,0.002124,0.005264,0.000163,0.224445,0.444249,0.254022,0.077284,0.008141,0.007626,0.011831,0.972402
03_2_2_2_Asad_Vfearful,3,male,2,2,2,03_04_02_02_02,03_06_02_02_02,sad,neutral,1,0.992449,0.002124,0.005264,0.000163,0.176712,0.395201,0.279067,0.149019,0.008141,0.007626,0.011831,0.972402
03_2_2_2_Asad_Vhappy,3,male,2,2,2,03_04_02_02_02,03_03_02_02_02,sad,happy,1,0.992449,0.002124,0.005264,0.000163,0.594751,0.217976,0.10428,0.082993,0.008141,0.007626,0.011831,0.972402
03_2_2_2_Asad_Vsad,3,male,2,2,2,03_04_02_02_02,03_04_02_02_02,sad,sad,0,0.992449,0.002124,0.005264,0.000163,0.270754,0.344242,0.308848,0.076156,0.008141,0.007626,0.011831,0.972402
03_2_2_2_Asad_Vsurprised,3,male,2,2,2,03_04_02_02_02,03_08_02_02_02,sad,neutral,1,0.992449,0.002124,0.005264,0.000163,0.178386,0.256362,0.187672,0.37758,0.008141,0.007626,0.011831,0.972402
03_2_2_2_Asurprised_Vangry,3,male,2,2,2,03_08_02_02_02,03_05_02_02_02,neutral,angry,1,0.320901,0.661913,9.9e-05,0.017087,0.237907,0.31952,0.204451,0.238123,0.008141,0.007626,0.011831,0.972402
03_2_2_2_Asurprised_Vcalm,3,male,2,2,2,03_08_02_02_02,03_02_02_02_02,neutral,neutral,0,0.320901,0.661913,9.9e-05,0.017087,0.236908,0.290186,0.21486,0.258046,0.008141,0.007626,0.011831,0.972402
03_2_2_2_Asurprised_Vdisgust,3,male,2,2,2,03_08_02_02_02,03_07_02_02_02,neutral,neutral,0,0.320901,0.661913,9.9e-05,0.017087,0.224445,0.444249,0.254022,0.077284,0.008141,0.007626,0.011831,0.972402
03_2_2_2_Asurprised_Vfearful,3,male,2,2,2,03_08_02_02_02,03_06_02_02_02,neutral,neutral,0,0.320901,0.661913,9.9e-05,0.017087,0.176712,0.395201,0.279067,0.149019,0.008141,0.007626,0.011831,0.972402
03_2_2_2_Asurprised_Vhappy,3,male,2,2,2,03_08_02_02_02,03_03_02_02_02,neutral,happy,1,0.320901,0.661913,9.9e-05,0.017087,0.594751,0.217976,0.10428,0.082993,0.008141,0.007626,0.011831,0.972402
03_2_2_2_Asurprised_Vsad,3,male,2,2,2,03_08_02_02_02,03_04_02_02_02,neutral,sad,1,0.320901,0.661913,9.9e-05,0.017087,0.270754,0.344242,0.308848,0.076156,0.008141,0.007626,0.011831,0.972402
03_2_2_2_Asurprised_Vsurprised,3,male,2,2,2,03_08_02_02_02,03_08_02_02_02,neutral,neutral,0,0.320901,0.661913,9.9e-05,0.017087,0.178386,0.256362,0.187672,0.37758,0.008141,0.007626,0.011831,0.972402
04_1_1_1_Aangry_Vangry,4,female,1,1,1,04_05_01_01_01,04_05_01_01_01,angry,angry,0,0.00276,0.996629,2e-06,0.000608,0.17616,0.287233,0.277947,0.25866,0.004626,0.024107,0.005878,0.965388
04_1_1_1_Aangry_Vcalm,4,female,1,1,1,04_05_01_01_01,04_02_01_01_01,angry,neutral,1,0.00276,0.996629,2e-06,0.000608,0.326999,0.2955,0.237792,0.139709,0.004626,0.024107,0.005878,0.965388
04_1_1_1_Aangry_Vdisgust,4,female,1,1,1,04_05_01_01_01,04_07_01_01_01,angry,neutral,1,0.00276,0.996629,2e-06,0.000608,0.146631,0.434493,0.306955,0.111921,0.004626,0.024107,0.005878,0.965388
04_1_1_1_Aangry_Vfearful,4,female,1,1,1,04_05_01_01_01,04_06_01_01_01,angry,neutral,1,0.00276,0.996629,2e-06,0.000608,0.161579,0.292071,0.348037,0.198313,0.004626,0.024107,0.005878,0.965388
04_1_1_1_Aangry_Vhappy,4,female,1,1,1,04_05_01_01_01,04_03_01_01_01,angry,happy,1,0.00276,0.996629,2e-06,0.000608,0.461972,0.267226,0.160433,0.11037,0.004626,0.024107,0.005878,0.965388
04_1_1_1_Aangry_Vneutral,4,female,1,1,1,04_05_01_01_01,04_01_01_01_01,angry,neutral,1,0.00276,0.996629,2e-06,0.000608,0.171499,0.254768,0.384774,0.188959,0.004626,0.024107,0.005878,0.965388
04_1_1_1_Aangry_Vsad,4,female,1,1,1,04_05_01_01_01,04_04_01_01_01,angry,sad,1,0.00276,0.996629,2e-06,0.000608,0.166569,0.280596,0.325146,0.227689,0.004626,0.024107,0.005878,0.965388
04_1_1_1_Aangry_Vsurprised,4,female,1,1,1,04_05_01_01_01,04_08_01_01_01,angry,neutral,1,0.00276,0.996629,2e-06,0.000608,0.166251,0.275436,0.364171,0.194141,0.004626,0.024107,0.005878,0.965388
04_1_1_1_Acalm_Vangry,4,female,1,1,1,04_02_01_01_01,04_05_01_01_01,neutral,angry,1,0.663597,0.196384,0.002553,0.137466,0.17616,0.287233,0.277947,0.25866,0.004626,0.024107,0.005878,0.965388
04_1_1_1_Acalm_Vcalm,4,female,1,1,1,04_02_01_01_01,04_02_01_01_01,neutral,neutral,0,0.663597,0.196384,0.002553,0.137466,0.326999,0.2955,0.237792,0.139709,0.004626,0.024107,0.005878,0.965388
04_1_1_1_Acalm_Vdisgust,4,female,1,1,1,04_02_01_01_01,04_07_01_01_01,neutral,neutral,0,0.663597,0.196384,0.002553,0.137466,0.146631,0.434493,0.306955,0.111921,0.004626,0.024107,0.005878,0.965388
04_1_1_1_Acalm_Vfearful,4,female,1,1,1,04_02_01_01_01,04_06_01_01_01,neutral,neutral,0,0.663597,0.196384,0.002553,0.137466,0.161579,0.292071,0.348037,0.198313,0.004626,0.024107,0.005878,0.965388
04_1_1_1_Acalm_Vhappy,4,female,1,1,1,04_02_01_01_01,04_03_01_01_01,neutral,happy,1,0.663597,0.196384,0.002553,0.137466,0.461972,0.267226,0.160433,0.11037,0.004626,0.024107,0.005878,0.965388
04_1_1_1_Acalm_Vneutral,4,female,1,1,1,04_02_01_01_01,04_01_01_01_01,neutral,neutral,0,0.663597,0.196384,0.002553,0.137466,0.171499,0.254768,0.384774,0.188959,0.004626,0.024107,0.005878,0.965388
04_1_1_1_Acalm_Vsad,4,female,1,1,1,04_02_01_01_01,04_04_01_01_01,neutral,sad,1,0.663597,0.196384,0.002553,0.137466,0.166569,0.280596,0.325146,0.227689,0.004626,0.024107,0.005878,0.965388
04_1_1_1_Acalm_Vsurprised,4,female,1,1,1,04_02_01_01_01,04_08_01_01_01,neutral,neutral,0,0.663597,0.196384,0.002553,0.137466,0.166251,0.275436,0.364171,0.194141,0.004626,0.024107,0.005878,0.965388
04_1_1_1_Adisgust_Vangry,4,female,1,1,1,04_07_01_01_01,04_05_01_01_01,neutral,angry,1,0.062492,0.917988,0.000696,0.018824,0.17616,0.287233,0.277947,0.25866,0.004626,0.024107,0.005878,0.965388
04_1_1_1_Adisgust_Vcalm,4,female,1,1,1,04_07_01_01_01,04_02_01_01_01,neutral,neutral,0,0.062492,0.917988,0.000696,0.018824,0.326999,0.2955,0.237792,0.139709,0.004626,0.024107,0.005878,0.965388
04_1_1_1_Adisgust_Vdisgust,4,female,1,1,1,04_07_01_01_01,04_07_01_01_01,neutral,neutral,0,0.062492,0.917988,0.000696,0.018824,0.146631,0.434493,0.306955,0.111921,0.004626,0.024107,0.005878,0.965388
04_1_1_1_Adisgust_Vfearful,4,female,1,1,1,04_07_01_01_01,04_06_01_01_01,neutral,neutral,0,0.062492,0.917988,0.000696,0.018824,0.161579,0.292071,0.348037,0.198313,0.004626,0.024107,0.005878,0.965388
04_1_1_1_Adisgust_Vhappy,4,female,1,1,1,04_07_01_01_01,04_03_01_01_01,neutral,happy,1,0.062492,0.917988,0.000696,0.018824,0.461972,0.267226,0.160433,0.11037,0.004626,0.024107,0.005878,0.965388
04_1_1_1_Adisgust_Vneutral,4,female,1,1,1,04_07_01_01_01,04_01_01_01_01,neutral,neutral,0,0.062492,0.917988,0.000696,0.018824,0.171499,0.254768,0.384774,0.188959,0.004626,0.024107,0.005878,0.965388
04_1_1_1_Adisgust_Vsad,4,female,1,1,1,04_07_01_01_01,04_04_01_01_01,neutral,sad,1,0.062492,0.917988,0.000696,0.018824,0.166569,0.280596,0.325146,0.227689,0.004626,0.024107,0.005878,0.965388
04_1_1_1_Adisgust_Vsurprised,4,female,1,1,1,04_07_01_01_01,04_08_01_01_01,neutral,neutral,0,0.062492,0.917988,0.000696,0.018824,0.166251,0.275436,0.364171,0.194141,0.004626,0.024107,0.005878,0.965388
04_1_1_1_Afearful_Vangry,4,female,1,1,1,04_06_01_01_01,04_05_01_01_01,neutral,angry,1,0.175721,0.773242,0.001758,0.049279,0.17616,0.287233,0.277947,0.25866,0.004626,0.024107,0.005878,0.965388
04_1_1_1_Afearful_Vcalm,4,female,1,1,1,04_06_01_01_01,04_02_01_01_01,neutral,neutral,0,0.175721,0.773242,0.001758,0.049279,0.326999,0.2955,0.237792,0.139709,0.004626,0.024107,0.005878,0.965388
04_1_1_1_Afearful_Vdisgust,4,female,1,1,1,04_06_01_01_01,04_07_01_01_01,neutral,neutral,0,0.175721,0.773242,0.001758,0.049279,0.146631,0.434493,0.306955,0.111921,0.004626,0.024107,0.005878,0.965388
04_1_1_1_Afearful_Vfearful,4,female,1,1,1,04_06_01_01_01,04_06_01_01_01,neutral,neutral,0,0.175721,0.773242,0.001758,0.049279,0.161579,0.292071,0.348037,0.198313,0.004626,0.024107,0.005878,0.965388
04_1_1_1_Afearful_Vhappy,4,female,1,1,1,04_06_01_01_01,04_03_01_01_01,neutral,happy,1,0.175721,0.773242,0.001758,0.049279,0.461972,0.267226,0.160433,0.11037,0.004626,0.024107,0.005878,0.965388
04_1_1_1_Afearful_Vneutral,4,female,1,1,1,04_06_01_01_01,04_01_01_01_01,neutral,neutral,0,0.175721,0.773242,0.001758,0.049279,0.171499,0.254768,0.384774,0.188959,0.004626,0.024107,0.005878,0.965388
04_1_1_1_Afearful_Vsad,4,female,1,1,1,04_06_01_01_01,04_04_01_01_01,neutral,sad,1,0.175721,0.773242,0.001758,0.049279,0.166569,0.280596,0.325146,0.227689,0.004626,0.024107,0.005878,0.965388
04_1_1_1_Afearful_Vsurprised,4,female,1,1,1,04_06_01_01_01,04_08_01_01_01,neutral,neutral,0,0.175721,0.773242,0.001758,0.049279,0.166251,0.275436,0.364171,0.194141,0.004626,0.024107,0.005878,0.965388
04_1_1_1_Ahappy_Vangry,4,female,1,1,1,04_03_01_01_01,04_05_01_01_01,happy,angry,1,0.433604,0.35043,0.000666,0.215299,0.17616,0.287233,0.277947,0.25866,0.004626,0.024107,0.005878,0.965388
04_1_1_1_Ahappy_Vcalm,4,female,1,1,1,04_03_01_01_01,04_02_01_01_01,happy,neutral,1,0.433604,0.35043,0.000666,0.215299,0.326999,0.2955,0.237792,0.139709,0.004626,0.024107,0.005878,0.965388
04_1_1_1_Ahappy_Vdisgust,4,female,1,1,1,04_03_01_01_01,04_07_01_01_01,happy,neutral,1,0.433604,0.35043,0.000666,0.215299,0.146631,0.434493,0.306955,0.111921,0.004626,0.024107,0.005878,0.965388
04_1_1_1_Ahappy_Vfearful,4,female,1,1,1,04_03_01_01_01,04_06_01_01_01,happy,neutral,1,0.433604,0.35043,0.000666,0.215299,0.161579,0.292071,0.348037,0.198313,0.004626,0.024107,0.005878,0.965388
04_1_1_1_Ahappy_Vhappy,4,female,1,1,1,04_03_01_01_01,04_03_01_01_01,happy,happy,0,0.433604,0.35043,0.000666,0.215299,0.461972,0.267226,0.160433,0.11037,0.004626,0.024107,0.005878,0.965388
04_1_1_1_Ahappy_Vneutral,4,female,1,1,1,04_03_01_01_01,04_01_01_01_01,happy,neutral,1,0.433604,0.35043,0.000666,0.215299,0.171499,0.254768,0.384774,0.188959,0.004626,0.024107,0.005878,0.965388
04_1_1_1_Ahappy_Vsad,4,female,1,1,1,04_03_01_01_01,04_04_01_01_01,happy,sad,1,0.433604,0.35043,0.000666,0.215299,0.166569,0.280596,0.325146,0.227689,0.004626,0.024107,0.005878,0.965388
04_1_1_1_Ahappy_Vsurprised,4,female,1,1,1,04_03_01_01_01,04_08_01_01_01,happy,neutral,1,0.433604,0.35043,0.000666,0.215299,0.166251,0.275436,0.364171,0.194141,0.004626,0.024107,0.005878,0.965388
04_1_1_1_Aneutral_Vangry,4,female,1,1,1,04_01_01_01_01,04_05_01_01_01,neutral,angry,1,0.349026,0.359943,0.000708,0.290323,0.17616,0.287233,0.277947,0.25866,0.004626,0.024107,0.005878,0.965388
04_1_1_1_Aneutral_Vcalm,4,female,1,1,1,04_01_01_01_01,04_02_01_01_01,neutral,neutral,0,0.349026,0.359943,0.000708,0.290323,0.326999,0.2955,0.237792,0.139709,0.004626,0.024107,0.005878,0.965388
04_1_1_1_Aneutral_Vdisgust,4,female,1,1,1,04_01_01_01_01,04_07_01_01_01,neutral,neutral,0,0.349026,0.359943,0.000708,0.290323,0.146631,0.434493,0.306955,0.111921,0.004626,0.024107,0.005878,0.965388
04_1_1_1_Aneutral_Vfearful,4,female,1,1,1,04_01_01_01_01,04_06_01_01_01,neutral,neutral,0,0.349026,0.359943,0.000708,0.290323,0.161579,0.292071,0.348037,0.198313,0.004626,0.024107,0.005878,0.965388
04_1_1_1_Aneutral_Vhappy,4,female,1,1,1,04_01_01_01_01,04_03_01_01_01,neutral,happy,1,0.349026,0.359943,0.000708,0.290323,0.461972,0.267226,0.160433,0.11037,0.004626,0.024107,0.005878,0.965388
04_1_1_1_Aneutral_Vneutral,4,female,1,1,1,04_01_01_01_01,04_01_01_01_01,neutral,neutral,0,0.349026,0.359943,0.000708,0.290323,0.171499,0.254768,0.384774,0.188959,0.004626,0.024107,0.005878,0.965388
04_1_1_1_Aneutral_Vsad,4,female,1,1,1,04_01_01_01_01,04_04_01_01_01,neutral,sad,1,0.349026,0.359943,0.000708,0.290323,0.166569,0.280596,0.325146,0.227689,0.004626,0.024107,0.005878,0.965388
04_1_1_1_Aneutral_Vsurprised,4,female,1,1,1,04_01_01_01_01,04_08_01_01_01,neutral,neutral,0,0.349026,0.359943,0.000708,0.290323,0.166251,0.275436,0.364171,0.194141,0.004626,0.024107,0.005878,0.965388
04_1_1_1_Asad_Vangry,4,female,1,1,1,04_04_01_01_01,04_05_01_01_01,sad,angry,1,0.14088,0.193529,0.003912,0.661679,0.17616,0.287233,0.277947,0.25866,0.004626,0.024107,0.005878,0.965388
04_1_1_1_Asad_Vcalm,4,female,1,1,1,04_04_01_01_01,04_02_01_01_01,sad,neutral,1,0.14088,0.193529,0.003912,0.661679,0.326999,0.2955,0.237792,0.139709,0.004626,0.024107,0.005878,0.965388
04_1_1_1_Asad_Vdisgust,4,female,1,1,1,04_04_01_01_01,04_07_01_01_01,sad,neutral,1,0.14088,0.193529,0.003912,0.661679,0.146631,0.434493,0.306955,0.111921,0.004626,0.024107,0.005878,0.965388
04_1_1_1_Asad_Vfearful,4,female,1,1,1,04_04_01_01_01,04_06_01_01_01,sad,neutral,1,0.14088,0.193529,0.003912,0.661679,0.161579,0.292071,0.348037,0.198313,0.004626,0.024107,0.005878,0.965388
04_1_1_1_Asad_Vhappy,4,female,1,1,1,04_04_01_01_01,04_03_01_01_01,sad,happy,1,0.14088,0.193529,0.003912,0.661679,0.461972,0.267226,0.160433,0.11037,0.004626,0.024107,0.005878,0.965388
04_1_1_1_Asad_Vneutral,4,female,1,1,1,04_04_01_01_01,04_01_01_01_01,sad,neutral,1,0.14088,0.193529,0.003912,0.661679,0.171499,0.254768,0.384774,0.188959,0.004626,0.024107,0.005878,0.965388
04_1_1_1_Asad_Vsad,4,female,1,1,1,04_04_01_01_01,04_04_01_01_01,sad,sad,0,0.14088,0.193529,0.003912,0.661679,0.166569,0.280596,0.325146,0.227689,0.004626,0.024107,0.005878,0.965388
04_1_1_1_Asad_Vsurprised,4,female,1,1,1,04_04_01_01_01,04_08_01_01_01,sad,neutral,1,0.14088,0.193529,0.003912,0.661679,0.166251,0.275436,0.364171,0.194141,0.004626,0.024107,0.005878,0.965388
04_1_1_1_Asurprised_Vangry,4,female,1,1,1,04_08_01_01_01,04_05_01_01_01,neutral,angry,1,0.195973,0.747568,0.00014,0.05632,0.17616,0.287233,0.277947,0.25866,0.004626,0.024107,0.005878,0.965388
04_1_1_1_Asurprised_Vcalm,4,female,1,1,1,04_08_01_01_01,04_02_01_01_01,neutral,neutral,0,0.195973,0.747568,0.00014,0.05632,0.326999,0.2955,0.237792,0.139709,0.004626,0.024107,0.005878,0.965388
04_1_1_1_Asurprised_Vdisgust,4,female,1,1,1,04_08_01_01_01,04_07_01_01_01,neutral,neutral,0,0.195973,0.747568,0.00014,0.05632,0.146631,0.434493,0.306955,0.111921,0.004626,0.024107,0.005878,0.965388
04_1_1_1_Asurprised_Vfearful,4,female,1,1,1,04_08_01_01_01,04_06_01_01_01,neutral,neutral,0,0.195973,0.747568,0.00014,0.05632,0.161579,0.292071,0.348037,0.198313,0.004626,0.024107,0.005878,0.965388
04_1_1_1_Asurprised_Vhappy,4,female,1,1,1,04_08_01_01_01,04_03_01_01_01,neutral,happy,1,0.195973,0.747568,0.00014,0.05632,0.461972,0.267226,0.160433,0.11037,0.004626,0.024107,0.005878,0.965388
04_1_1_1_Asurprised_Vneutral,4,female,1,1,1,04_08_01_01_01,04_01_01_01_01,neutral,neutral,0,0.195973,0.747568,0.00014,0.05632,0.171499,0.254768,0.384774,0.188959,0.004626,0.024107,0.005878,0.965388
04_1_1_1_Asurprised_Vsad,4,female,1,1,1,04_08_01_01_01,04_04_01_01_01,neutral,sad,1,0.195973,0.747568,0.00014,0.05632,0.166569,0.280596,0.325146,0.227689,0.004626,0.024107,0.005878,0.965388
04_1_1_1_Asurprised_Vsurprised,4,female,1,1,1,04_08_01_01_01,04_08_01_01_01,neutral,neutral,0,0.195973,0.747568,0.00014,0.05632,0.166251,0.275436,0.364171,0.194141,0.004626,0.024107,0.005878,0.965388
04_1_1_2_Aangry_Vangry,4,female,1,1,2,04_05_01_01_02,04_05_01_01_02,angry,angry,0,0.002434,0.996987,3e-06,0.000576,0.167145,0.304154,0.31597,0.212731,0.004626,0.024107,0.005878,0.965388
04_1_1_2_Aangry_Vcalm,4,female,1,1,2,04_05_01_01_02,04_02_01_01_02,angry,neutral,1,0.002434,0.996987,3e-06,0.000576,0.360517,0.294592,0.210355,0.134535,0.004626,0.024107,0.005878,0.965388
04_1_1_2_Aangry_Vdisgust,4,female,1,1,2,04_05_01_01_02,04_07_01_01_02,angry,neutral,1,0.002434,0.996987,3e-06,0.000576,0.159751,0.51081,0.234744,0.094695,0.004626,0.024107,0.005878,0.965388
04_1_1_2_Aangry_Vfearful,4,female,1,1,2,04_05_01_01_02,04_06_01_01_02,angry,neutral,1,0.002434,0.996987,3e-06,0.000576,0.158777,0.28277,0.373332,0.185121,0.004626,0.024107,0.005878,0.965388
04_1_1_2_Aangry_Vhappy,4,female,1,1,2,04_05_01_01_02,04_03_01_01_02,angry,happy,1,0.002434,0.996987,3e-06,0.000576,0.547843,0.228371,0.137601,0.086186,0.004626,0.024107,0.005878,0.965388
04_1_1_2_Aangry_Vneutral,4,female,1,1,2,04_05_01_01_02,04_01_01_01_02,angry,neutral,1,0.002434,0.996987,3e-06,0.000576,0.171926,0.266002,0.360161,0.20191,0.004626,0.024107,0.005878,0.965388
04_1_1_2_Aangry_Vsad,4,female,1,1,2,04_05_01_01_02,04_04_01_01_02,angry,sad,1,0.002434,0.996987,3e-06,0.000576,0.138078,0.326813,0.373182,0.161927,0.004626,0.024107,0.005878,0.965388
04_1_1_2_Aangry_Vsurprised,4,female,1,1,2,04_05_01_01_02,04_08_01_01_02,angry,neutral,1,0.002434,0.996987,3e-06,0.000576,0.174708,0.283331,0.306935,0.235026,0.004626,0.024107,0.005878,0.965388
04_1_1_2_Acalm_Vangry,4,female,1,1,2,04_02_01_01_02,04_05_01_01_02,neutral,angry,1,0.688867,0.188545,0.004052,0.118537,0.167145,0.304154,0.31597,0.212731,0.004626,0.024107,0.005878,0.965388
04_1_1_2_Acalm_Vcalm,4,female,1,1,2,04_02_01_01_02,04_02_01_01_02,neutral,neutral,0,0.688867,0.188545,0.004052,0.118537,0.360517,0.294592,0.210355,0.134535,0.004626,0.024107,0.005878,0.965388
04_1_1_2_Acalm_Vdisgust,4,female,1,1,2,04_02_01_01_02,04_07_01_01_02,neutral,neutral,0,0.688867,0.188545,0.004052,0.118537,0.159751,0.51081,0.234744,0.094695,0.004626,0.024107,0.005878,0.965388
04_1_1_2_Acalm_Vfearful,4,female,1,1,2,04_02_01_01_02,04_06_01_01_02,neutral,neutral,0,0.688867,0.188545,0.004052,0.118537,0.158777,0.28277,0.373332,0.185121,0.004626,0.024107,0.005878,0.965388
04_1_1_2_Acalm_Vhappy,4,female,1,1,2,04_02_01_01_02,04_03_01_01_02,neutral,happy,1,0.688867,0.188545,0.004052,0.118537,0.547843,0.228371,0.137601,0.086186,0.004626,0.024107,0.005878,0.965388
04_1_1_2_Acalm_Vneutral,4,female,1,1,2,04_02_01_01_02,04_01_01_01_02,neutral,neutral,0,0.688867,0.188545,0.004052,0.118537,0.171926,0.266002,0.360161,0.20191,0.004626,0.024107,0.005878,0.965388
04_1_1_2_Acalm_Vsad,4,female,1,1,2,04_02_01_01_02,04_04_01_01_02,neutral,sad,1,0.688867,0.188545,0.004052,0.118537,0.138078,0.326813,0.373182,0.161927,0.004626,0.024107,0.005878,0.965388
04_1_1_2_Acalm_Vsurprised,4,female,1,1,2,04_02_01_01_02,04_08_01_01_02,neutral,neutral,0,0.688867,0.188545,0.004052,0.118537,0.174708,0.283331,0.306935,0.235026,0.004626,0.024107,0.005878,0.965388
04_1_1_2_Adisgust_Vangry,4,female,1,1,2,04_07_01_01_02,04_05_01_01_02,neutral,angry,1,0.276657,0.694545,0.00208,0.026718,0.167145,0.304154,0.31597,0.212731,0.004626,0.024107,0.005878,0.965388
04_1_1_2_Adisgust_Vcalm,4,female,1,1,2,04_07_01_01_02,04_02_01_01_02,neutral,neutral,0,0.276657,0.694545,0.00208,0.026718,0.360517,0.294592,0.210355,0.134535,0.004626,0.024107,0.005878,0.965388
04_1_1_2_Adisgust_Vdisgust,4,female,1,1,2,04_07_01_01_02,04_07_01_01_02,neutral,neutral,0,0.276657,0.694545,0.00208,0.026718,0.159751,0.51081,0.234744,0.094695,0.004626,0.024107,0.005878,0.965388
04_1_1_2_Adisgust_Vfearful,4,female,1,1,2,04_07_01_01_02,04_06_01_01_02,neutral,neutral,0,0.276657,0.694545,0.00208,0.026718,0.158777,0.28277,0.373332,0.185121,0.004626,0.024107,0.005878,0.965388
04_1_1_2_Adisgust_Vhappy,4,female,1,1,2,04_07_01_01_02,04_03_01_01_02,neutral,happy,1,0.276657,0.694545,0.00208,0.026718,0.547843,0.228371,0.137601,0.086186,0.004626,0.024107,0.005878,0.965388
04_1_1_2_Adisgust_Vneutral,4,female,1,1,2,04_07_01_01_02,04_01_01_01_02,neutral,neutral,0,0.276657,0.694545,0.00208,0.026718,0.171926,0.266002,0.360161,0.20191,0.004626,0.024107,0.005878,0.965388
04_1_1_2_Adisgust_Vsad,4,female,1,1,2,04_07_01_01_02,04_04_01_01_02,neutral,sad,1,0.276657,0.694545,0.00208,0.026718,0.138078,0.326813,0.373182,0.161927,0.004626,0.024107,0.005878,0.965388
04_1_1_2_Adisgust_Vsurprised,4,female,1,1,2,04_07_01_01_02,04_08_01_01_02,neutral,neutral,0,0.276657,0.694545,0.00208,0.026718,0.174708,0.283331,0.306935,0.235026,0.004626,0.024107,0.005878,0.965388
04_1_1_2_Afearful_Vangry,4,female,1,1,2,04_06_01_01_02,04_05_01_01_02,neutral,angry,1,0.076447,0.909886,0.000172,0.013495,0.167145,0.304154,0.31597,0.212731,0.004626,0.024107,0.005878,0.965388
04_1_1_2_Afearful_Vcalm,4,female,1,1,2,04_06_01_01_02,04_02_01_01_02,neutral,neutral,0,0.076447,0.909886,0.000172,0.013495,0.360517,0.294592,0.210355,0.134535,0.004626,0.024107,0.005878,0.965388
04_1_1_2_Afearful_Vdisgust,4,female,1,1,2,04_06_01_01_02,04_07_01_01_02,neutral,neutral,0,0.076447,0.909886,0.000172,0.013495,0.159751,0.51081,0.234744,0.094695,0.004626,0.024107,0.005878,0.965388
04_1_1_2_Afearful_Vfearful,4,female,1,1,2,04_06_01_01_02,04_06_01_01_02,neutral,neutral,0,0.076447,0.909886,0.000172,0.013495,0.158777,0.28277,0.373332,0.185121,0.004626,0.024107,0.005878,0.965388
04_1_1_2_Afearful_Vhappy,4,female,1,1,2,04_06_01_01_02,04_03_01_01_02,neutral,happy,1,0.076447,0.909886,0.000172,0.013495,0.547843,0.228371,0.137601,0.086186,0.004626,0.024107,0.005878,0.965388
04_1_1_2_Afearful_Vneutral,4,female,1,1,2,04_06_01_01_02,04_01_01_01_02,neutral,neutral,0,0.076447,0.909886,0.000172,0.013495,0.171926,0.266002,0.360161,0.20191,0.004626,0.024107,0.005878,0.965388
