segment_id,start,end,speaker_id,transcript,asr_confidence
300,1698.87,1702.45,SPEAKER_03,I think if awareness was kind of brought to the forefront about that.,0.6937
301,1702.57,1703.46,SPEAKER_00,Yes.,0.896
302,1703.48,1706.94,SPEAKER_00,Though if you've got something like Sky anyway you can just click on it.,0.8067
303,1706.98,1711.47,SPEAKER_00,You can just press the button on the program once and it'll record that program.,0.7553
304,1711.57,1711.69,SPEAKER_00,Right.,0.017
305,1711.71,1714.57,SPEAKER_00,When it's on and you press it on it twice and it'll record the whole series.,0.6936
306,1714.71,1715.39,SPEAKER_00,Excellent.,0.679
307,1715.38,1722.89,SPEAKER_00,"So, yeah, but just have that function would be really good.",0.6137
308,1723.23,1725.33,SPEAKER_02,Can I just run this past you while it occurs to me?,0.7224
309,1725.35,1731.98,SPEAKER_02,"I don't mean to quickly jump from one subject to another, but just discussing the different age groups and targeting the different age groups.",0.8384
310,1732.54,1739.27,SPEAKER_02,"It occurs to me, we already produce our own mobile phones, that's kind of what led us on to comparing TV remote controls with their design features.",0.7106
311,1739.25,1749.54,SPEAKER_02,"Chain companies like Car4n Warehouse, you can pop in any time with a phone that you've bought for them if you've got any problems with it and they'll fix it, they'll phone the company, you can use their telephones.",0.7676
312,1750.89,1765.18,SPEAKER_02,"Is it worthwhile with our retail outlets having a similar kind of service so that if older users were deterred from buying this, if they know they can just pop into one of our high street outlets, you know, which button is that I press for this?",0.8213
313,1765.62,1767.68,SPEAKER_02,That's a free aspect of our service.,0.8334
314,1767.74,1769.23,SPEAKER_02,Would that not make it more attractive to them?,0.6569
315,1769.21,1785.43,SPEAKER_00,"But the only problem is that with a mobile phone you signed for a contract, so the companies who you deal with have actually, they've got an obligation to help you out and also",0.7899
316,1785.41,1793.32,SPEAKER_00,"I mean, it's fair enough to have some sort of help service, but I'm not sure how much the cost would be.",0.856
317,1793.36,1794.5,SPEAKER_00,Right.,0.418
318,1794.52,1800.21,SPEAKER_03,"The functionality of it in the sense that you're sitting there, you're pressing this button and your TV is not doing it.",0.7841
319,1800.81,1801.21,SPEAKER_03,All right.,0.46
320,1801.35,1804.45,SPEAKER_03,"Taking your TV and your phone and saying, look, this is what I'm doing.",0.5344
321,1804.47,1805.6,SPEAKER_03,It's not working.,0.409
322,1805.62,1806.0,SPEAKER_03,What should I do?,0.407
323,1805.98,1813.42,SPEAKER_02,"If it was something as simple as you couldn't change the channel, but I mean, if there were any more, or are we absolutely definite it's only going to be for TV and video.",0.7531
324,1813.78,1814.32,SPEAKER_02,"Yeah, I think so.",0.297
325,1814.48,1815.51,SPEAKER_02,Okay.,0.665
326,1815.53,1816.45,SPEAKER_00,Just a thought.,0.6883
327,1816.47,1818.57,SPEAKER_00,"I mean, instruction books, I feel.",0.623
328,1818.59,1819.41,SPEAKER_00,Instruction manuals.,0.542
329,1819.67,1819.77,SPEAKER_00,Okay.,0.174
330,1819.79,1822.37,SPEAKER_03,"But I mean, there's customer service.",0.7642
331,1823.15,1828.62,SPEAKER_03,There will be a customer service number thing that you can phone up and speak to.,0.7544
332,1828.64,1828.92,SPEAKER_03,Sure.,0.698
333,1829.24,1834.98,SPEAKER_03,"And that way there's no call out charges, no extra, the person has to walk to a shop on the high street.",0.8327
334,1835.0,1835.34,SPEAKER_01,Yeah.,0.507
335,1835.32,1839.83,SPEAKER_01,"I think it would be too much of an effort for a person to, for a phone maybe he might walk down the street.",0.6596
336,1840.39,1844.98,SPEAKER_01,"But for a remote, he will just... Not for such simple functions because we're focusing on that.",0.6546
337,1845.12,1853.3,SPEAKER_03,We should focus on making the manual as user-friendly as possible because a lot of them are just tiny little writing and lots and lots of pages.,0.702
338,1853.28,1855.22,SPEAKER_02,"It puts people off reading them, so they just do the obvious.",0.5128
339,1855.26,1858.22,SPEAKER_03,"It does, just fill in the drawing tool if something goes wrong, and then you try and search through it.",0.3623
340,1858.57,1858.83,SPEAKER_03,Sure.,0.863
341,1859.03,1860.51,SPEAKER_03,That should be something we think about.,0.6354
342,1862.47,1863.39,SPEAKER_03,What other functions...,0.855
343,1863.89,1877.35,SPEAKER_03,"I'm not sure if we need a design decision now, but we should think about... Because you've got the dilemma between old batteries, that's what I was thinking about.",0.7636
344,1877.37,1879.34,SPEAKER_03,"Mobile phone batteries, what kind of battery is that?",0.6971
345,1879.55,1886.86,SPEAKER_00,"They're specially made for the mobile phones, but they come with a charger.",0.8208
346,1886.96,1889.0,SPEAKER_00,"I mean, you could bundle a charger.",0.648
347,1889.3,1892.2,SPEAKER_03,They last quite a long time.,0.7662
348,1892.62,1906.02,SPEAKER_03,"And the thing that you get with mobile house phones, you sit it in its charger when you're not using it at night or something, but it doesn't really matter because it never really runs out because it lasts a long time once it is charged.",0.7886
349,1907.28,1909.0,SPEAKER_03,Something like that should reduce,0.8472
350,1908.98,1919.26,SPEAKER_00,"Yeah, and if you had one of those, just coming back to your other point about pressing the button and setting off the bleeper in the room, that could... Yeah, it could be on that.",0.7839
351,1919.34,1920.42,SPEAKER_00,"Yeah, on that as well.",0.5336
352,1920.88,1922.6,SPEAKER_03,Okay.,0.601
353,1922.62,1925.75,SPEAKER_01,"So, are we talking of a concept of rechargeable something?",0.6482
354,1925.77,1929.67,SPEAKER_00,"Yeah, some sort of docking station or... Rechargeable with a docking station.",0.5992
355,1930.85,1932.68,SPEAKER_03,So the rechargeable would be your...,0.6507
356,1933.38,1936.07,SPEAKER_00,"Yeah, yeah, that would be fine.",0.5023
357,1936.27,1939.61,SPEAKER_00,And also that would mean they wouldn't have to go out buying batteries all the time.,0.6449
358,1939.63,1943.28,SPEAKER_03,"Yes, which is cheaper in London as well.",0.7319
359,1943.52,1946.74,SPEAKER_03,"The shape, you've got trendy.",0.8164
360,1946.76,1950.53,SPEAKER_03,I don't want a big box with lots of things.,0.8449
361,1951.33,1962.56,SPEAKER_03,"You don't want a tiny sort of little thing either, because then you have got the repetitive strain engine, no matter how much you try and make it simple.",0.8166
362,1962.54,1966.07,SPEAKER_02,"And we don't want, I mean so many remote controls look absolutely identical.",0.8547
363,1966.11,1970.22,SPEAKER_02,These long brown things with the same colored buttons or crammed in on the surface.,0.8183
364,1970.62,1975.35,SPEAKER_02,"We definitely, an obvious thing, a very simple thing is to get away from these brown rectangles.",0.8109
365,1976.3,1976.94,SPEAKER_02,We don't want that.,0.928
366,1977.3,1980.69,SPEAKER_03,"Okay, so we've got a flip screen.",0.7111
367,1982.78,1987.78,SPEAKER_01,What I was thinking of a design which Nokia came up with almost six or seven years back.,0.7592
368,1988.5,1990.18,SPEAKER_01,"Basically, we have a flat one.",0.9535
369,1990.7,1992.47,SPEAKER_01,"It looks like a box, like a chocolate.",0.7721
370,1992.85,1995.01,SPEAKER_01,That's very strenuous because your thumb is slightly up.,0.767
371,1996.01,1998.45,SPEAKER_01,"So they come up with something like this, curved up.",0.5962
372,1998.49,2001.52,SPEAKER_01,"So here, and you don't have to, you know, bend your thumb too much.",0.7634
373,2002.26,2007.28,SPEAKER_01,"So it's like a, you can say a banana kind of curved like a boat.",0.5791
374,2007.26,2021.52,SPEAKER_01,"So what happens is you don't have to press your thumb too down like so it's already curved up So we can have us like you know mold it according to your Yeah, the way you hold up.",0.6987
375,2021.54,2024.19,SPEAKER_01,It's kind of semi-circular in the bottom something like that.,0.7193
376,2024.21,2031.38,SPEAKER_03,"Okay, I wouldn't say exactly semi-circular but you look into the company logo",0.6692
377,2031.36,2041.42,SPEAKER_03,things that are associated with the company in view to try and incorporate that into the design of the product.,0.6941
378,2043.2,2053.22,SPEAKER_03,"For example, if it was a sea or something like that, you could have it in a vague sea shape that opens up kind of like a shell or something.",0.8856
379,2055.98,2066.73,SPEAKER_03,"Something along those lines to be able to incorporate it quite, obviously, into the design while also making it quite different from anything else that's there.",0.8399
380,2067.27,2083.46,SPEAKER_01,What we were talking is to make it rather than like seashells logo could become means you could put a logo in the corner of the model rather than you know trying to make it like a seashell or what you're telling me.,0.7006
381,2083.48,2086.09,SPEAKER_03,Well we need to think about how it's gonna look different.,0.7225
382,2087.03,2092.22,SPEAKER_02,"I think that sounds a really attractive idea, not come across anything like that before.",0.8199
383,2092.24,2099.87,SPEAKER_02,"If it kind of, yeah, and that opens out into your flip top, then it's nice to, you can make it lightweight plastic, nice to hold in the palm of the hand.",0.8278
384,2100.41,2108.68,SPEAKER_02,"And just because you're having to actually insert in between the two covers, that's going to take care of some of the repetitive strain injury, try and prevent a lot of it, I would think.",0.7683
385,2108.66,2110.19,SPEAKER_02,I think it's a really nice idea.,0.8213
386,2110.23,2116.75,SPEAKER_02,"Even though we're using plastic, think of the design you can get in plastic.",0.6751
387,2116.77,2121.31,SPEAKER_02,We can do a nice conch shell or scallop shell exterior.,0.7314
388,2121.61,2126.99,SPEAKER_03,"Or you could do different, like you get with mobile phones, different fashions.",0.7844
389,2127.82,2130.62,SPEAKER_03,You could have different kind of casings.,0.7551
390,2130.8,2137.59,SPEAKER_03,You could have psychedelic ones for younger people and sleek ones.,0.811
391,2138.41,2139.81,SPEAKER_02,"Less chance of it being lost, too.",0.8266
392,2139.85,2143.01,SPEAKER_02,It's not like a chocolate-brown lozenge that's going to go down the sofa.,0.8342
393,2143.32,2151.45,SPEAKER_02,"People might want to put it on their mantelpiece or whatever, if it looks attractive enough as a kind of ornament, and they're not going to lose it so much.",0.7529
394,2151.43,2153.09,SPEAKER_02,"It's easy, it's a bit nice to handle.",0.6852
395,2154.61,2160.1,SPEAKER_01,"Yeah, maybe we could commit some, say, 5-6 designs and then choose whichever appeals the most.",0.6689
396,2160.38,2161.66,SPEAKER_01,That could be the most common design.,0.8673
397,2162.91,2164.51,SPEAKER_01,But we can think of 5-6 designs.,0.739
398,2165.07,2167.7,SPEAKER_03,"Right, I think we have to round it up.",0.6417
399,2167.98,2171.59,SPEAKER_02,Can I just quickly go over the new project requirements so that I haven't missed anything?,0.7796
400,2171.99,2173.03,SPEAKER_02,There's no teletext.,0.9097
401,2173.27,2175.34,SPEAKER_02,It's only for TV and by implication video.,0.6903
402,2176.22,2178.62,SPEAKER_02,Corporate image should be incorporated in their remote control.,0.8062
403,2178.68,2182.09,SPEAKER_02,Something about video plus.,0.8347
404,2182.31,2194.52,SPEAKER_03,"That was in cutting down the number, that was kind of separate, that was cutting down the number of functions, making it simpler, instead of having lots of things to do.",0.7352
405,2194.54,2200.81,SPEAKER_02,"So when they press for programming, it comes up on the LCDR reminder about using Video Plus, so that they will look at the guidance.",0.8708
406,2202.43,2204.43,SPEAKER_02,Or is this nothing to do with the project requirements?,0.8424
407,2204.47,2206.37,SPEAKER_02,"Is this just, that was an add-on feature.",0.6266
408,2206.89,2213.9,SPEAKER_03,"It kind of takes the place of having a button to press for the date and having a button to press for the channel, things like that.",0.7971
409,2214.34,2216.95,SPEAKER_02,So it's kind of doing away with the programming feature?,0.6778
410,2216.99,2223.38,SPEAKER_03,"Yes, it could be an advertisement feature rather than a design feature.",0.5953
411,2224.74,2230.49,SPEAKER_03,Drawing attention to that and also paid lip service in the instruction manual.,0.8465
412,2231.03,2235.63,SPEAKER_03,"Because it's very simple, so putting it down in words should be helpful.",0.7495
413,2235.61,2237.02,SPEAKER_02,and there'd be chargeable batteries.,0.5838
414,2237.45,2241.88,SPEAKER_02,Was there anything else there that we... new project requirements?,0.8226
415,2248.81,2255.44,SPEAKER_03,"We've got the buttons, but I think we'll work through that with the design of it.",0.8476
416,2257.14,2263.13,SPEAKER_02,"That's not at the moment a requirement, it's something we're looking at, what preference, so it may come around to market research at some point to see what people can do.",0.6449
417,2263.19,2268.96,SPEAKER_03,"We've talked about there being an alarm or something, a beeping for being lost.",0.6211
418,2270.02,2277.69,SPEAKER_03,"learning how to use it should be as simple as possible, but there aren't going to be that many functions incorporated into it, so it should be fine.",0.838
419,2278.19,2282.24,SPEAKER_03,"And the instruction manual, I don't know if we deal with that.",0.8443
420,2286.0,2292.01,SPEAKER_03,"I think, yeah, and different from what's out there.",0.7556
421,2292.31,2294.19,SPEAKER_03,I think that's us.,0.8733
422,2294.54,2300.19,SPEAKER_02,"What would you specifically like marketing to look at before the next meeting, or shall I just sort of generally look at all the issues involved?",0.6258
423,2300.21,2303.59,SPEAKER_03,"I think you might get guidance, but...",0.901
424,2307.28,2314.57,SPEAKER_03,"In short, the manuals, because there tends to be a demonised thing there.",0.5284
425,2315.57,2319.66,SPEAKER_03,"Everyone's got a big pile of them, but no one really uses them.",0.6053
426,2322.98,2341.76,SPEAKER_03,I think you can email me if there's any more questions.,0.8315
