segment_id,start,end,speaker_id,transcript,asr_confidence
294,1797.77,1802.36,SPEAKER_03,I think we've covered everything we need to here.,0.8449
295,1802.4,1809.01,SPEAKER_03,"I think we've decided on standard items for most of them, rubber and such.",0.877
296,1809.89,1815.41,SPEAKER_03,So we're now looking at the detail design and what we need to be doing for the next meeting.,0.7516
297,1818.43,1821.11,SPEAKER_03,"So for example, we'll just start at the top.",0.52
298,1821.13,1827.96,SPEAKER_03,"You've got yourself and the industrial and designer going to be working quite closely at this stage because it'll be hard not to, obviously.",0.8122
299,1833.18,1838.03,SPEAKER_03,Looking for photo typing of some of this description using clay.,0.6985
300,1838.75,1842.31,SPEAKER_03,I suppose you'll be told a lot more about that as we progress.,0.7806
301,1846.04,1847.68,SPEAKER_03,The user interface design,0.6
302,1849.67,1861.98,SPEAKER_03,"It looks like the idea of push forward so far is maybe more of a physical one there, whereas possibly be more interested in maybe how the LCD is going to incorporate, do you think?",0.7759
303,1863.24,1868.87,SPEAKER_03,Or do you perceive that most of the design decisions still need to be based on the physical layout?,0.7014
304,1869.68,1887.33,SPEAKER_02,"Well, I think other than getting a more aesthetically pleasing form for it, most of the layout design decisions are made, I would say.",0.7923
305,1887.31,1902.69,SPEAKER_02,"But then again, the menu structure, to a considerable extent, that's going to vary according to the model of television and also any customizations that the user might wish to incorporate.",0.8131
306,1903.6,1911.55,SPEAKER_02,And one of the nice things about having an LCD and a menu structure is that there is that flexibility to it.,0.7489
307,1912.63,1916.29,SPEAKER_03,That's very true.,0.7687
308,1917.57,1918.65,SPEAKER_03,OK.,0.888
309,1919.8,1921.92,SPEAKER_03,I've got product evaluation as well.,0.8423
310,1922.32,1922.93,SPEAKER_01,"Yes, yeah.",0.8635
311,1923.65,1926.96,SPEAKER_01,Some of these things kind of logically follow the others.,0.6704
312,1927.78,1932.59,SPEAKER_01,The product evaluation doesn't come after what I've actually seen.,0.5747
313,1932.57,1951.57,SPEAKER_03,"Any product prototype I think would be yeah, no it'd be more case of how do you envisage us performing the product evaluation once we have a Model to test with oh, that's the okay sure So it'd be a case of do you think that just bringing users in to have them test it out?",0.7909
314,1952.47,1957.42,SPEAKER_03,"Maybe putting a certain number of products into the field in certain places, which I suppose is quite similar or",0.8172
315,1957.4,1966.16,SPEAKER_03,"or just hitting the streets and saying, this is a new remote control, what do you think of the look of it?",0.6493
316,1967.84,1971.57,SPEAKER_01,"At this stage, we still have no target audience?",0.6928
317,1972.53,1980.8,SPEAKER_03,"I think the target audience is pretty much anybody under the age of, say, maybe 60 or something ludicrous.",0.8729
318,1982.95,1988.23,SPEAKER_03,"The reason I'm saying that is that we're just looking at a replacement remote control, something that's stylish.",0.7673
319,1988.82,1992.7,SPEAKER_03,"So maybe you're even just, maybe you're narrowing down your target audience simply by saying.",0.8305
320,1992.72,1993.88,SPEAKER_03,It's stylish.,0.471
321,1993.86,2009.31,SPEAKER_03,If they're buying it that often or they're maybe looking to replace something then they've got a bit of free cash that puts them potentially in the younger age bracket maybe even single just for the reasons of excess cash flow.,0.7707
322,2010.82,2017.55,SPEAKER_03,Of course I mean at 25 Euros I don't think we're looking at charging the air for the device as well as the normal bracket.,0.6815
323,2019.84,2023.4,SPEAKER_03,Your idea of USB I think would largely depend on the cost.,0.8519
324,2023.54,2035.88,SPEAKER_03,USB is definitely one of the cheapest interfaces out there but it might push the cost of the overall unit up because it would require not just the connection but the chip for communicating with the rest of the system.,0.7601
325,2037.2,2039.1,SPEAKER_03,That one might have to be based on.,0.5367
326,2039.37,2040.31,SPEAKER_00,The USB for which?,0.4748
327,2040.69,2041.43,SPEAKER_03,for the remote control.,0.5965
328,2041.93,2053.53,SPEAKER_03,The idea was that maybe it could connect ups for allowing a software interface on the PC for a larger programming due to the fact that we've gone for such a nice easy minimal design normally.,0.7939
329,2055.27,2056.88,SPEAKER_01,Definitely talking some type of,0.556
330,2057.5,2059.48,SPEAKER_00,But didn't they just say it was just for TV?,0.6234
331,2060.91,2067.9,SPEAKER_03,"It's just for TV, but for different programming it to use your TV, you might hook it up to the PC.",0.7849
332,2068.4,2074.33,SPEAKER_03,"I'm not sure, but I'm thinking maybe that the additional cost of USB might be prohibitive.",0.8737
333,2074.35,2076.76,SPEAKER_03,We don't know unless it would make sense to.,0.815
334,2076.74,2080.64,SPEAKER_01,But you're going to need some type of flash memory or something.,0.6595
335,2080.7,2086.27,SPEAKER_01,"Well, something that doesn't, you wouldn't have to redo the whole thing once the batteries are changed, once you have the power.",0.761
336,2086.47,2094.07,SPEAKER_02,"I mean, it would need to have some sort of onboard memory in any way.",0.7159
337,2096.14,2103.16,SPEAKER_02,"For one thing, because I do think the menu system should be, I mean, although,",0.7098
338,2103.14,2132.78,SPEAKER_02,you know it's not going to be terribly complicated it's just controlling one device the menu system ought to be um ought to be customizable and different languages and different skins and stuff like that how you won't say the um the menu structure for flicking through channels if you've got lots of channels so if it was customizable as in different languages and stuff that does open it is supposed to be international right so,0.7656
339,2132.76,2133.99,SPEAKER_03,It would make sense to.,0.8526
340,2134.22,2134.77,SPEAKER_03,It would make sense to.,0.3546
341,2134.79,2135.37,SPEAKER_03,I would say to.,0.3738
342,2136.05,2138.92,SPEAKER_03,And we better be careful about the time as well.,0.8114
343,2139.34,2141.03,SPEAKER_03,We've already had a five minute warning so.,0.7094
344,2142.03,2144.16,SPEAKER_03,I would say yeah.,0.6923
345,2145.8,2147.11,SPEAKER_03,International would make sense.,0.8145
346,2147.93,2149.75,SPEAKER_03,You're going to look at product evaluation.,0.7646
347,2149.79,2152.39,SPEAKER_03,I'd better start writing up a hell of a lot of crap.,0.3987
348,2154.21,2156.64,SPEAKER_03,You're going to look a bit more at the physical makeup.,0.6416
349,2157.62,2161.58,SPEAKER_03,It looks like we're going to need maybe a prototype in clay.,0.6556
350,2163.48,2164.36,SPEAKER_03,We'll see how that goes.,0.8076
351,2165.19,2166.83,SPEAKER_03,Are we going to be supplied with the clay?,0.6571
352,2167.89,2169.13,SPEAKER_03,Where is the clay?,0.8467
353,2169.11,2174.97,SPEAKER_03,"So, I think we've got an idea of where we need to go for the next meeting, would you say?",0.8097
354,2175.01,2175.46,SPEAKER_01,Yeah.,0.661
355,2176.24,2178.12,SPEAKER_00,Obviously they're gone with the fashion thing.,0.6679
356,2178.62,2180.0,SPEAKER_00,Like the fruit and veg.,0.6036
357,2180.02,2180.62,SPEAKER_00,The design.,0.653
358,2180.84,2181.96,SPEAKER_00,"Spongy, proper.",0.814
359,2182.74,2185.82,SPEAKER_03,"Yeah, I would say that would be my...",0.7066
360,2186.07,2186.89,SPEAKER_02,I think I would enlarge a lot.,0.4147
361,2187.25,2192.25,SPEAKER_02,"Actually, I still clear the whole fruit and veg thing.",0.5672
362,2193.81,2197.61,SPEAKER_02,"But the spongy, I like it a lot.",0.7951
363,2197.81,2204.17,SPEAKER_03,You seem to have quite a general consensus that the idea of the rubber could be quite... Yeah.,0.7706
364,2205.33,2210.62,SPEAKER_02,"I don't know much about having bright yellow, I think that's quite a good idea.",0.45
365,2210.66,2212.77,SPEAKER_02,Maybe we could have options for colours as well.,0.7712
366,2214.59,2214.69,SPEAKER_01,Yeah.,0.37
367,2215.67,2218.93,SPEAKER_02,"And again, this has the advantage of being harder to lose.",0.8051
368,2219.33,2219.63,SPEAKER_01,Sure.,0.459
369,2219.65,2224.06,SPEAKER_01,"I mean, we are trying to promote remote control, but we want to keep the company brand as well.",0.8064
370,2224.94,2225.4,SPEAKER_03,Yeah.,0.606
371,2225.42,2228.24,SPEAKER_03,So we always need to remember that somewhere we're meant to be getting a slogan on.,0.7714
372,2230.3,2235.97,SPEAKER_03,"Possibly, I'm not sure, but I'm seeing a little bit of space around maybe the joystick area, which could be used.",0.7598
373,2238.47,2243.94,SPEAKER_02,"Like I said before, I think we should have the RR on the top function button.",0.6626
374,2245.59,2248.06,SPEAKER_03,"Okay, and I think that says it all really.",0.7038
375,2248.18,2248.87,SPEAKER_03,I think so too.,0.5498
376,2249.49,2251.68,SPEAKER_03,"Right, we'll see everybody in a half hour.",0.6784
