segment_id,start,end,speaker_id,transcript,incongruence_score,confidence_weight,final_score
300,765.0,768.0,SPEAKER_02,consciously assess in their purchasing habits.,0.195748,0.8246,0.161414
301,766.5,769.5,SPEAKER_02,purchasing habits. It's just like,0.03142,0.8246,0.025909
302,768.0,771.0,SPEAKER_02,It's just like getting shoelaces with,0.027872,0.7906,0.022035
303,769.5,772.5,SPEAKER_02,getting shoelaces with shoes or something.,0.244146,0.7906,0.193022
304,772.5,775.5,SPEAKER_03,"Five minutes to end of meeting? Oh, OK. We're a",0.041579,0.5921,0.024619
305,777.0,780.0,SPEAKER_02,you know what I mean? One,0.084876,0.6689,0.056773
306,778.5,781.5,SPEAKER_02,I mean? One way of looking at it,0.066509,0.6689,0.044488
307,780.0,783.0,SPEAKER_02,"way of looking at it would be, well, the people",0.109532,0.7209,0.078961
308,781.5,784.5,SPEAKER_02,"would be, well, the people producing television sets, maybe",0.026573,0.7209,0.019156
309,783.0,786.0,SPEAKER_02,"people producing television sets, maybe they have to buy remote",0.052994,0.7209,0.038203
310,784.5,787.5,SPEAKER_02,they have to buy remote controls. Or another way,0.045421,0.7526,0.034183
311,786.0,789.0,SPEAKER_02,controls. Or another way is maybe people who have TV,0.026987,0.7526,0.020311
312,787.5,790.5,SPEAKER_02,is maybe people who have TV sets are really fed up with,0.195115,0.7843,0.153029
313,789.0,792.0,SPEAKER_02,"sets are really fed up with their remote control, and they really",0.190111,0.7843,0.149104
314,790.5,793.5,SPEAKER_02,"their remote control, and they really want a better one or",0.289975,0.7843,0.227427
315,795.0,798.0,SPEAKER_01,went and bought remote controls because they got fed up,0.065385,0.5857,0.038296
316,796.5,799.5,SPEAKER_01,because they got fed up of having four or five different,0.116145,0.5857,0.068026
317,798.0,801.0,SPEAKER_01,of having four or five different remote controls for each house.,0.083105,0.5554,0.046157
318,799.5,802.5,SPEAKER_01,remote controls for each house. So for them it was,0.172399,0.5554,0.095751
319,801.0,804.0,SPEAKER_01,"So for them it was just, how many devices is a",0.043378,0.5252,0.022782
320,805.5,808.5,SPEAKER_02,function one of the priorities might be,0.091671,0.7356,0.067433
321,807.0,810.0,SPEAKER_02,the priorities might be to combine as many,0.020341,0.7356,0.014963
322,808.5,811.5,SPEAKER_02,to combine as many uses.,0.0622,0.7356,0.045754
323,811.5,814.5,SPEAKER_03,"Right, so do you think that should be like a main design aim of remote control?",0.032864,0.7816,0.025686
324,816.0,819.0,SPEAKER_03,Your satellite and your regular telly and your VCR,0.071357,0.7193,0.051327
325,820.5,823.5,SPEAKER_02,what we could use as a sort of like,0.022755,0.7782,0.017708
326,822.0,825.0,SPEAKER_02,as a sort of like an example of a,0.182246,0.7782,0.141824
327,823.5,826.5,SPEAKER_02,an example of a successful other piece of,0.34465,0.7782,0.268207
328,825.0,828.0,SPEAKER_02,successful other piece of technology is Palm Pilots.,0.020799,0.7782,0.016186
329,826.5,829.5,SPEAKER_02,technology is Palm Pilots. They're going from,0.035938,0.8147,0.029278
330,828.0,831.0,SPEAKER_02,They're going from being just like little,0.163602,0.8513,0.139274
331,829.5,832.5,SPEAKER_02,being just like little sort of scribble,0.018029,0.8513,0.015348
332,831.0,834.0,SPEAKER_02,"sort of scribble boards to cameras, MP3",0.07486,0.8513,0.063729
333,832.5,835.5,SPEAKER_02,"boards to cameras, MP3 players, telephones. everything, agenda,",0.048069,0.8518,0.040945
334,834.0,837.0,SPEAKER_02,"players, telephones. everything, agenda, so I wonder if we",0.115312,0.8518,0.098223
335,835.5,838.5,SPEAKER_02,so I wonder if we might add something new,0.025379,0.8523,0.021631
336,837.0,840.0,SPEAKER_02,"might add something new to the remote control market,",0.012505,0.8523,0.010658
337,838.5,841.5,SPEAKER_02,"to the remote control market, such as the lighting",0.0196,0.8523,0.016705
338,843.0,846.0,SPEAKER_03,"even new notes about what you want to watch, like",0.665685,0.6733,0.448205
339,844.5,847.5,SPEAKER_03,"you want to watch, like you might put in there,",0.05834,0.6733,0.03928
340,846.0,849.0,SPEAKER_03,"you might put in there, oh, I want to watch",0.074636,0.6733,0.050253
341,847.5,850.5,SPEAKER_03,"oh, I want to watch such and such, and that's",0.052529,0.6733,0.035368
342,849.0,852.0,SPEAKER_03,"such and such, and that's a good idea. So",0.019663,0.6851,0.013471
343,850.5,853.5,SPEAKER_03,a good idea. So extra functionalities.,0.116549,0.6851,0.079848
344,855.0,858.0,SPEAKER_02,"me, at home, I've combined the audio, video",0.071588,0.8535,0.0611
345,856.5,859.5,SPEAKER_02,"combined the audio, video of my television set",0.084828,0.8535,0.072401
346,858.0,861.0,SPEAKER_02,of my television set and my DVD player,0.282971,0.8535,0.241515
347,859.5,862.5,SPEAKER_02,and my DVD player and my CD player,0.142291,0.8535,0.121445
348,861.0,864.0,SPEAKER_02,"and my CD player So they all work, actually function",0.208033,0.7998,0.166385
349,862.5,865.5,SPEAKER_02,"So they all work, actually function together, but I have different",0.065467,0.7998,0.052361
350,864.0,867.0,SPEAKER_02,"together, but I have different remote controls for each of them.",0.136992,0.7274,0.099648
351,865.5,868.5,SPEAKER_02,remote controls for each of them. So it's,0.089266,0.7274,0.064932
352,867.0,870.0,SPEAKER_02,So it's sort of ironic,0.014548,0.7087,0.01031
353,868.5,871.5,SPEAKER_02,sort of ironic that in,0.096361,0.7087,0.068291
354,870.0,873.0,SPEAKER_02,that in their sound and,0.0467,0.7087,0.033096
355,871.5,874.5,SPEAKER_02,"their sound and everything, it's",0.073371,0.7087,0.051998
356,873.0,876.0,SPEAKER_02,"everything, it's just one system.",0.089971,0.7087,0.063762
357,874.5,877.5,SPEAKER_02,just one system. But each one's,0.107815,0.7954,0.085756
358,876.0,879.0,SPEAKER_02,But each one's got its own little,0.188474,0.7954,0.149912
359,877.5,880.5,SPEAKER_02,got its own little part.,0.408046,0.8822,0.359979
360,885.0,888.0,SPEAKER_03,I'm going to have to wrap up,0.299602,0.6627,0.198546
361,886.5,889.5,SPEAKER_03,going to have to wrap up pretty quickly in the next couple,0.044418,0.7974,0.035419
362,888.0,891.0,SPEAKER_03,pretty quickly in the next couple of minutes. I'll just check if,0.113868,0.8236,0.093782
363,889.5,892.5,SPEAKER_03,of minutes. I'll just check if nothing else. Okay.,0.241807,0.7417,0.179348
364,891.0,894.0,SPEAKER_03,nothing else. Okay. So,0.148976,0.7429,0.110675
365,892.5,895.5,SPEAKER_03,So anything else anybody wants to,0.233698,0.801,0.187192
366,894.0,897.0,SPEAKER_03,anything else anybody wants to add about what they don't like,0.095003,0.801,0.076098
367,895.5,898.5,SPEAKER_03,add about what they don't like about remote controls they've used? What,0.094487,0.8183,0.077318
368,897.0,900.0,SPEAKER_03,about remote controls they've used? What they would really like to,0.116048,0.8183,0.094962
369,898.5,901.5,SPEAKER_03,they would really like to be part of this new,0.26581,0.8355,0.222084
370,900.0,903.0,SPEAKER_03,be part of this new one at all?,0.178123,0.8355,0.148822
371,901.5,904.5,SPEAKER_03,one at all?,0.296369,0.8355,0.247617
372,903.0,906.0,SPEAKER_03,You keep losing them.,0.378565,0.7997,0.302738
373,907.5,910.5,SPEAKER_00,those ones where you can if,0.322802,0.7182,0.231836
374,909.0,912.0,SPEAKER_00,you can if you like whistle,0.250129,0.7182,0.179643
375,910.5,913.5,SPEAKER_00,you like whistle or make a really,0.53636,0.7182,0.385214
376,912.0,915.0,SPEAKER_00,or make a really high-pitched noise they,0.162897,0.7182,0.116992
377,913.5,916.5,SPEAKER_00,high-pitched noise they beep yeah there,0.186845,0.7182,0.134192
378,915.0,918.0,SPEAKER_00,beep yeah there I mean is,0.350329,0.7182,0.251606
379,916.5,919.5,SPEAKER_00,I mean is that something we'd,0.506146,0.7182,0.363514
380,918.0,921.0,SPEAKER_00,that something we'd want to include,0.146881,0.7182,0.10549
381,919.5,922.5,SPEAKER_00,want to include do you think,0.216514,0.7182,0.1555
382,921.0,924.0,SPEAKER_00,do you think,0.35061,0.7182,0.251808
383,924.0,927.0,SPEAKER_02,I remember when the first remote control my,0.186992,0.7789,0.145648
384,925.5,928.5,SPEAKER_02,first remote control my my family had was on,0.046478,0.7789,0.036202
385,927.0,930.0,SPEAKER_02,my family had was on a cable actually the,0.386215,0.7789,0.300823
386,928.5,931.5,SPEAKER_02,a cable actually the cable between in the TV,0.026532,0.7789,0.020666
387,930.0,933.0,SPEAKER_02,cable between in the TV and big like buttons,0.153649,0.7789,0.119677
388,931.5,934.5,SPEAKER_02,and big like buttons that sort of like like,0.04501,0.7789,0.035058
389,933.0,936.0,SPEAKER_02,that sort of like like on a blender or,0.043903,0.7789,0.034196
390,934.5,937.5,SPEAKER_02,on a blender or something my goodness and you,0.054721,0.7789,0.042622
391,936.0,939.0,SPEAKER_02,something my goodness and you know and I think,0.029551,0.7789,0.023018
392,937.5,940.5,SPEAKER_02,know and I think about what they are now,0.06773,0.7789,0.052755
393,939.0,942.0,SPEAKER_02,about what they are now it's better but actually,0.228316,0.7789,0.177835
394,940.5,943.5,SPEAKER_02,it's better but actually it's still kind of I,0.32807,0.7789,0.255533
395,942.0,945.0,SPEAKER_02,it's still kind of I don't know like a,0.532484,0.7789,0.414752
396,943.5,946.5,SPEAKER_02,don't know like a massive junky thing on the,0.360658,0.7789,0.280916
397,945.0,948.0,SPEAKER_02,massive junky thing on the table still we could,0.105765,0.7789,0.082381
398,946.5,949.5,SPEAKER_02,table still we could think about how could be,0.341031,0.7789,0.265629
399,948.0,951.0,SPEAKER_02,think about how could be more you know streamlined,0.184403,0.7789,0.143632
400,949.5,952.5,SPEAKER_02,more you know streamlined maybe like a touchscreen or,0.263242,0.7789,0.205039
401,951.0,954.0,SPEAKER_02,"maybe like a touchscreen or something Something like that,",0.584927,0.7275,0.425534
402,952.5,955.5,SPEAKER_02,"something Something like that, yeah. Or whatever would be",0.102818,0.7096,0.07296
403,954.0,957.0,SPEAKER_02,yeah. Or whatever would be technologically reasonable.,0.590231,0.675,0.398406
404,955.5,958.5,SPEAKER_02,technologically reasonable. Because it could,0.163501,0.7409,0.121138
405,957.0,960.0,SPEAKER_02,Because it could be that functionally that,0.100727,0.8077,0.081357
406,958.5,961.5,SPEAKER_02,"be that functionally that doesn't make it any better,",0.074357,0.8077,0.060058
407,960.0,963.0,SPEAKER_02,"doesn't make it any better, but that just the appeal",0.070667,0.8077,0.057077
408,961.5,964.5,SPEAKER_02,"but that just the appeal of not having, you know,",0.051559,0.8077,0.041644
409,963.0,966.0,SPEAKER_02,"of not having, you know, these days things in people's",0.115961,0.8077,0.093662
410,964.5,967.5,SPEAKER_02,these days things in people's homes are becoming more and,0.193014,0.8077,0.155897
411,966.0,969.0,SPEAKER_02,"homes are becoming more and more, like, chic, you know?",0.447577,0.8077,0.361508
412,967.5,970.5,SPEAKER_02,"more, like, chic, you know?",0.061095,0.8196,0.050073
413,969.0,972.0,SPEAKER_02,"Nicer materials, and",0.450684,0.8196,0.369381
414,970.5,973.5,SPEAKER_02,"Nicer materials, and might be.",0.168919,0.8316,0.140473
415,973.5,976.5,SPEAKER_03,So just to,0.311936,0.7296,0.227588
416,975.0,978.0,SPEAKER_03,"So just to wrap up, the next",0.320895,0.7296,0.234125
417,976.5,979.5,SPEAKER_03,"wrap up, the next meeting is going",0.32175,0.7296,0.234749
418,978.0,981.0,SPEAKER_03,meeting is going to be in 30,0.108671,0.7296,0.079287
419,979.5,982.5,SPEAKER_03,"to be in 30 minutes, so that's about",0.094611,0.7296,0.069028
420,981.0,984.0,SPEAKER_03,"minutes, so that's about 10 to 12",0.010838,0.7296,0.007907
421,982.5,985.5,SPEAKER_03,10 to 12 by my watch.,0.101185,0.7296,0.073825
422,984.0,987.0,SPEAKER_03,by my watch. So in,0.05537,0.7305,0.040448
423,985.5,988.5,SPEAKER_03,"So in between now and then,",0.048126,0.7313,0.035194
424,987.0,990.0,SPEAKER_03,"between now and then, as the industrial designer, you're",0.04437,0.7313,0.032448
425,988.5,991.5,SPEAKER_03,"as the industrial designer, you're going to be working",0.134291,0.7313,0.098207
426,990.0,993.0,SPEAKER_03,going to be working on the actual working,0.368952,0.7313,0.269815
427,991.5,994.5,SPEAKER_03,"on the actual working design of it, so",0.26862,0.7313,0.196442
428,993.0,996.0,SPEAKER_03,"design of it, so you know what you're doing",0.050175,0.7313,0.036693
429,994.5,997.5,SPEAKER_03,you know what you're doing there. For user,0.171793,0.7992,0.137297
430,996.0,999.0,SPEAKER_03,"there. For user interface, technical functions, I",0.062164,0.7992,0.049681
431,997.5,1000.5,SPEAKER_03,"interface, technical functions, I guess that's what",0.137105,0.8671,0.118883
432,999.0,1002.0,SPEAKER_03,guess that's what we've been talking,0.03433,0.8671,0.029768
433,1000.5,1003.5,SPEAKER_03,"we've been talking about, what it'll",0.032788,0.8671,0.02843
434,1002.0,1005.0,SPEAKER_03,"about, what it'll actually do.",0.082458,0.8671,0.071499
435,1003.5,1006.5,SPEAKER_03,actually do. And marketing,0.139001,0.8619,0.119805
436,1005.0,1008.0,SPEAKER_03,"And marketing executive, you'll",0.047424,0.8566,0.040623
437,1006.5,1009.5,SPEAKER_03,"executive, you'll be just",0.434718,0.8566,0.372379
438,1008.0,1011.0,SPEAKER_03,be just thinking about,0.067387,0.8566,0.057724
439,1009.5,1012.5,SPEAKER_03,thinking about what requirements,0.068834,0.8566,0.058963
440,1011.0,1014.0,SPEAKER_03,what requirements it has,0.032302,0.8566,0.02767
441,1012.5,1015.5,SPEAKER_03,it has to fulfill.,0.064474,0.8566,0.055228
442,1014.0,1017.0,SPEAKER_03,to fulfill. And,0.031389,0.8291,0.026025
443,1015.5,1018.5,SPEAKER_03,And you'll get,0.156426,0.8291,0.129693
444,1017.0,1020.0,SPEAKER_03,you'll get instructions emailed,0.254955,0.8016,0.204372
445,1018.5,1021.5,SPEAKER_03,"instructions emailed to you,",0.527675,0.8016,0.422984
446,1020.0,1023.0,SPEAKER_03,"to you, I guess.",0.063252,0.8016,0.050703
447,1024.5,1027.5,SPEAKER_03,"Yeah, so it's",0.180892,0.7311,0.13225
448,1026.0,1029.0,SPEAKER_03,"Yeah, so it's the functional design",0.068049,0.7311,0.049751
449,1027.5,1030.5,SPEAKER_03,"the functional design stage is next,",0.257127,0.7311,0.187986
450,1029.0,1032.0,SPEAKER_03,"stage is next, I guess.",0.462103,0.7311,0.337844
451,1033.5,1036.5,SPEAKER_03,And that's the end,0.301059,0.7601,0.228835
452,1035.0,1038.0,SPEAKER_03,that's the end of the meeting.,0.417167,0.7601,0.317089
453,1036.5,1039.5,SPEAKER_03,of the meeting.,0.174227,0.7601,0.13243
454,1038.0,1041.0,SPEAKER_03,I got that little message a,0.134989,0.7432,0.100324
455,1039.5,1042.5,SPEAKER_03,I got that little message a lot sooner than I thought I,0.233625,0.7432,0.17363
456,1041.0,1044.0,SPEAKER_03,lot sooner than I thought I would.,0.290347,0.7432,0.215786
457,1045.5,1048.5,SPEAKER_02,Before we wrap,0.029771,0.7192,0.021412
458,1047.0,1050.0,SPEAKER_02,"Before we wrap up, just to make",0.16518,0.7192,0.118797
459,1048.5,1051.5,SPEAKER_02,"up, just to make sure we're all on",0.354338,0.7192,0.25484
460,1050.0,1053.0,SPEAKER_02,sure we're all on the same page,0.046811,0.7192,0.033666
461,1051.5,1054.5,SPEAKER_02,"the same page here, we were given",0.111644,0.7192,0.080294
462,1053.0,1056.0,SPEAKER_02,"here, we were given sort of an",0.02239,0.7192,0.016103
463,1054.5,1057.5,SPEAKER_02,sort of an example of a coffee,0.006467,0.7192,0.004651
464,1056.0,1059.0,SPEAKER_02,"example of a coffee machine or something,",0.0756,0.7192,0.054372
465,1057.5,1060.5,SPEAKER_02,"machine or something, right?",0.122599,0.7192,0.088173
466,1059.0,1062.0,SPEAKER_02,right? Are we right,0.168442,0.7752,0.130576
467,1060.5,1063.5,SPEAKER_02,Are we right now on the assumption that our,0.009006,0.8313,0.007487
468,1062.0,1065.0,SPEAKER_02,now on the assumption that our television remote control may have,0.049164,0.8313,0.04087
469,1063.5,1066.5,SPEAKER_02,television remote control may have features which go beyond the,0.042062,0.8313,0.034966
470,1065.0,1068.0,SPEAKER_02,features which go beyond the television?,0.256929,0.8288,0.212943
471,1066.5,1069.5,SPEAKER_02,television? Or are we keeping,0.106743,0.8288,0.088469
472,1068.0,1071.0,SPEAKER_02,Or are we keeping sort of like a,0.105157,0.8262,0.086881
473,1069.5,1072.5,SPEAKER_02,sort of like a design commitment to,0.069029,0.8262,0.057032
474,1074.0,1077.0,SPEAKER_03,well just very quickly because we're supposed to finish,0.073101,0.6989,0.05109
475,1075.5,1078.5,SPEAKER_03,we're supposed to finish now. I guess that's up,0.183188,0.7308,0.133874
476,1077.0,1080.0,SPEAKER_03,"now. I guess that's up to us. I mean, you probably",0.014209,0.7468,0.010611
477,1078.5,1081.5,SPEAKER_03,"to us. I mean, you probably want some kind of unique selling",0.010127,0.7707,0.007805
478,1083.0,1086.0,SPEAKER_00,think one factor would be,0.012506,0.5564,0.006958
479,1084.5,1087.5,SPEAKER_00,would be production cost. There's,0.021013,0.6896,0.014491
480,1086.0,1089.0,SPEAKER_00,production cost. There's a cap there.,0.047497,0.6896,0.032754
481,1087.5,1090.5,SPEAKER_00,a cap there. It depends on how,0.054188,0.8053,0.043637
482,1089.0,1092.0,SPEAKER_00,It depends on how much you can cram,0.007523,0.8053,0.006058
483,1090.5,1093.5,SPEAKER_00,much you can cram into that price.,0.05867,0.7878,0.04622
484,1092.0,1095.0,SPEAKER_00,into that price.,0.109956,0.7878,0.086623
485,1095.0,1098.0,SPEAKER_00,I think that's,0.062085,0.4522,0.028075
486,1096.5,1099.5,SPEAKER_00,think that's the main factor.,0.048481,0.4522,0.021923
487,1099.5,1102.5,SPEAKER_03,"Right, okay. Well, that's the",0.195779,0.5369,0.105114
488,1101.0,1104.0,SPEAKER_03,that's the end of,0.390016,0.6298,0.245632
489,1102.5,1105.5,SPEAKER_03,end of the meeting,0.216429,0.6298,0.136307
490,1104.0,1107.0,SPEAKER_03,the meeting then. Thank you all,0.062433,0.7202,0.044964
491,1105.5,1108.5,SPEAKER_03,then. Thank you all for coming.,0.269351,0.7202,0.193987
492,1110.0,1113.0,SPEAKER_03,"God, I hope that was",0.494559,0.7078,0.350049
493,1111.5,1114.5,SPEAKER_03,I hope that was what they wanted us to,0.240933,0.7078,0.170533
494,1113.0,1116.0,SPEAKER_03,"what they wanted us to do, wasn't it?",0.602687,0.7078,0.426582
495,1114.5,1117.5,SPEAKER_03,"do, wasn't it?",0.132298,0.7078,0.093641
