pair_id,actor,gender,statement,intensity,repetition,audio_clip_id,video_clip_id,audio_emotion_4class,video_emotion_4class,label,p_audio_happy,p_audio_angry,p_audio_sad,p_audio_neutral,p_video_happy,p_video_angry,p_video_sad,p_video_neutral,p_text_happy,p_text_angry,p_text_sad,p_text_neutral,jsd_text_audio,jsd_text_video,jsd_audio_video,jsd_composite
05_1_1_1_Afearful_Vcalm,5,male,1,1,1,05_06_01_01_01,05_02_01_01_01,neutral,neutral,0,0.717063,0.087262,0.001581,0.194095,0.304884,0.227706,0.212538,0.254872,0.004626,0.024107,0.005878,0.965388,0.557249,0.454746,0.188405,0.400133
05_1_1_1_Afearful_Vdisgust,5,male,1,1,1,05_06_01_01_01,05_07_01_01_01,neutral,neutral,0,0.717063,0.087262,0.001581,0.194095,0.156905,0.357905,0.282504,0.202687,0.004626,0.024107,0.005878,0.965388,0.557249,0.510483,0.338983,0.468905
05_1_1_1_Afearful_Vfearful,5,male,1,1,1,05_06_01_01_01,05_06_01_01_01,neutral,neutral,0,0.717063,0.087262,0.001581,0.194095,0.168931,0.244846,0.249511,0.336713,0.004626,0.024107,0.005878,0.965388,0.557249,0.369034,0.292335,0.406206
05_1_1_1_Afearful_Vhappy,5,male,1,1,1,05_06_01_01_01,05_03_01_01_01,neutral,happy,1,0.717063,0.087262,0.001581,0.194095,0.376744,0.232762,0.284029,0.106465,0.004626,0.024107,0.005878,0.965388,0.557249,0.653339,0.20868,0.473089
05_1_1_1_Afearful_Vneutral,5,male,1,1,1,05_06_01_01_01,05_01_01_01_01,neutral,neutral,0,0.717063,0.087262,0.001581,0.194095,0.176521,0.218091,0.270308,0.33508,0.004626,0.024107,0.005878,0.965388,0.557249,0.372063,0.289984,0.406432
05_1_1_1_Afearful_Vsad,5,male,1,1,1,05_06_01_01_01,05_04_01_01_01,neutral,sad,1,0.717063,0.087262,0.001581,0.194095,0.176952,0.218805,0.335986,0.268256,0.004626,0.024107,0.005878,0.965388,0.557249,0.440358,0.313068,0.436892
05_1_1_1_Afearful_Vsurprised,5,male,1,1,1,05_06_01_01_01,05_08_01_01_01,neutral,neutral,0,0.717063,0.087262,0.001581,0.194095,0.18032,0.227775,0.450911,0.140993,0.004626,0.024107,0.005878,0.965388,0.557249,0.599937,0.369052,0.508746
05_1_1_1_Ahappy_Vangry,5,male,1,1,1,05_03_01_01_01,05_05_01_01_01,happy,angry,1,0.708942,0.225281,0.002466,0.063312,0.172957,0.2647,0.240067,0.322276,0.004626,0.024107,0.005878,0.965388,0.747494,0.382076,0.307134,0.478901
05_1_1_1_Ahappy_Vcalm,5,male,1,1,1,05_03_01_01_01,05_02_01_01_01,happy,neutral,1,0.708942,0.225281,0.002466,0.063312,0.304884,0.227706,0.212538,0.254872,0.004626,0.024107,0.005878,0.965388,0.747494,0.454746,0.202081,0.468107
05_1_1_1_Ahappy_Vdisgust,5,male,1,1,1,05_03_01_01_01,05_07_01_01_01,happy,neutral,1,0.708942,0.225281,0.002466,0.063312,0.156905,0.357905,0.282504,0.202687,0.004626,0.024107,0.005878,0.965388,0.747494,0.510483,0.308293,0.52209
05_1_1_1_Ahappy_Vfearful,5,male,1,1,1,05_03_01_01_01,05_06_01_01_01,happy,neutral,1,0.708942,0.225281,0.002466,0.063312,0.168931,0.244846,0.249511,0.336713,0.004626,0.024107,0.005878,0.965388,0.747494,0.369034,0.319069,0.478532
05_1_1_1_Ahappy_Vhappy,5,male,1,1,1,05_03_01_01_01,05_03_01_01_01,happy,happy,0,0.708942,0.225281,0.002466,0.063312,0.376744,0.232762,0.284029,0.106465,0.004626,0.024107,0.005878,0.965388,0.747494,0.653339,0.174317,0.52505
05_1_1_1_Ahappy_Vneutral,5,male,1,1,1,05_03_01_01_01,05_01_01_01_01,happy,neutral,1,0.708942,0.225281,0.002466,0.063312,0.176521,0.218091,0.270308,0.33508,0.004626,0.024107,0.005878,0.965388,0.747494,0.372063,0.323331,0.480962
05_1_1_1_Ahappy_Vsad,5,male,1,1,1,05_03_01_01_01,05_04_01_01_01,happy,sad,1,0.708942,0.225281,0.002466,0.063312,0.176952,0.218805,0.335986,0.268256,0.004626,0.024107,0.005878,0.965388,0.747494,0.440358,0.331294,0.506382
05_1_1_1_Ahappy_Vsurprised,5,male,1,1,1,05_03_01_01_01,05_08_01_01_01,happy,neutral,1,0.708942,0.225281,0.002466,0.063312,0.18032,0.227775,0.450911,0.140993,0.004626,0.024107,0.005878,0.965388,0.747494,0.599937,0.347757,0.565063
05_1_1_1_Aneutral_Vangry,5,male,1,1,1,05_01_01_01_01,05_05_01_01_01,neutral,angry,1,0.16462,0.048383,0.000589,0.786408,0.172957,0.2647,0.240067,0.322276,0.004626,0.024107,0.005878,0.965388,0.080727,0.382076,0.249025,0.237276
05_1_1_1_Aneutral_Vcalm,5,male,1,1,1,05_01_01_01_01,05_02_01_01_01,neutral,neutral,0,0.16462,0.048383,0.000589,0.786408,0.304884,0.227706,0.212538,0.254872,0.004626,0.024107,0.005878,0.965388,0.080727,0.454746,0.267227,0.267567
05_1_1_1_Aneutral_Vdisgust,5,male,1,1,1,05_01_01_01_01,05_07_01_01_01,neutral,neutral,0,0.16462,0.048383,0.000589,0.786408,0.156905,0.357905,0.282504,0.202687,0.004626,0.024107,0.005878,0.965388,0.080727,0.510483,0.367413,0.319541
05_1_1_1_Aneutral_Vfearful,5,male,1,1,1,05_01_01_01_01,05_06_01_01_01,neutral,neutral,0,0.16462,0.048383,0.000589,0.786408,0.168931,0.244846,0.249511,0.336713,0.004626,0.024107,0.005878,0.965388,0.080727,0.369034,0.240755,0.230172
05_1_1_1_Aneutral_Vhappy,5,male,1,1,1,05_01_01_01_01,05_03_01_01_01,neutral,happy,1,0.16462,0.048383,0.000589,0.786408,0.376744,0.232762,0.284029,0.106465,0.004626,0.024107,0.005878,0.965388,0.080727,0.653339,0.428592,0.387553
05_1_1_1_Aneutral_Vneutral,5,male,1,1,1,05_01_01_01_01,05_01_01_01_01,neutral,neutral,0,0.16462,0.048383,0.000589,0.786408,0.176521,0.218091,0.270308,0.33508,0.004626,0.024107,0.005878,0.965388,0.080727,0.372063,0.242143,0.231644
05_1_1_1_Aneutral_Vsad,5,male,1,1,1,05_01_01_01_01,05_04_01_01_01,neutral,sad,1,0.16462,0.048383,0.000589,0.786408,0.176952,0.218805,0.335986,0.268256,0.004626,0.024107,0.005878,0.965388,0.080727,0.440358,0.303671,0.274919
05_1_1_1_Aneutral_Vsurprised,5,male,1,1,1,05_01_01_01_01,05_08_01_01_01,neutral,neutral,0,0.16462,0.048383,0.000589,0.786408,0.18032,0.227775,0.450911,0.140993,0.004626,0.024107,0.005878,0.965388,0.080727,0.599937,0.446974,0.375879
05_1_1_1_Asad_Vangry,5,male,1,1,1,05_04_01_01_01,05_05_01_01_01,sad,angry,1,0.4344,0.001545,0.01706,0.546994,0.172957,0.2647,0.240067,0.322276,0.004626,0.024107,0.005878,0.965388,0.253965,0.382076,0.272703,0.302914
05_1_1_1_Asad_Vcalm,5,male,1,1,1,05_04_01_01_01,05_02_01_01_01,sad,neutral,1,0.4344,0.001545,0.01706,0.546994,0.304884,0.227706,0.212538,0.254872,0.004626,0.024107,0.005878,0.965388,0.253965,0.454746,0.22642,0.31171
05_1_1_1_Asad_Vdisgust,5,male,1,1,1,05_04_01_01_01,05_07_01_01_01,sad,neutral,1,0.4344,0.001545,0.01706,0.546994,0.156905,0.357905,0.282504,0.202687,0.004626,0.024107,0.005878,0.965388,0.253965,0.510483,0.383204,0.38255
05_1_1_1_Asad_Vfearful,5,male,1,1,1,05_04_01_01_01,05_06_01_01_01,sad,neutral,1,0.4344,0.001545,0.01706,0.546994,0.168931,0.244846,0.249511,0.336713,0.004626,0.024107,0.005878,0.965388,0.253965,0.369034,0.265813,0.296271
05_1_1_1_Asad_Vhappy,5,male,1,1,1,05_04_01_01_01,05_03_01_01_01,sad,happy,1,0.4344,0.001545,0.01706,0.546994,0.376744,0.232762,0.284029,0.106465,0.004626,0.024107,0.005878,0.965388,0.253965,0.653339,0.332403,0.413236
05_1_1_1_Asad_Vneutral,5,male,1,1,1,05_04_01_01_01,05_01_01_01_01,sad,neutral,1,0.4344,0.001545,0.01706,0.546994,0.176521,0.218091,0.270308,0.33508,0.004626,0.024107,0.005878,0.965388,0.253965,0.372063,0.259243,0.29509
05_1_1_1_Asad_Vsad,5,male,1,1,1,05_04_01_01_01,05_04_01_01_01,sad,sad,0,0.4344,0.001545,0.01706,0.546994,0.176952,0.218805,0.335986,0.268256,0.004626,0.024107,0.005878,0.965388,0.253965,0.440358,0.306194,0.333506
05_1_1_1_Asad_Vsurprised,5,male,1,1,1,05_04_01_01_01,05_08_01_01_01,sad,neutral,1,0.4344,0.001545,0.01706,0.546994,0.18032,0.227775,0.450911,0.140993,0.004626,0.024107,0.005878,0.965388,0.253965,0.599937,0.420463,0.424788
05_1_1_1_Asurprised_Vangry,5,male,1,1,1,05_08_01_01_01,05_05_01_01_01,neutral,angry,1,0.368688,0.588586,0.000301,0.042425,0.172957,0.2647,0.240067,0.322276,0.004626,0.024107,0.005878,0.965388,0.780965,0.382076,0.277848,0.480296
05_1_1_1_Asurprised_Vcalm,5,male,1,1,1,05_08_01_01_01,05_02_01_01_01,neutral,neutral,0,0.368688,0.588586,0.000301,0.042425,0.304884,0.227706,0.212538,0.254872,0.004626,0.024107,0.005878,0.965388,0.780965,0.454746,0.2273,0.48767
05_1_1_1_Asurprised_Vdisgust,5,male,1,1,1,05_08_01_01_01,05_07_01_01_01,neutral,neutral,0,0.368688,0.588586,0.000301,0.042425,0.156905,0.357905,0.282504,0.202687,0.004626,0.024107,0.005878,0.965388,0.780965,0.510483,0.232945,0.508131
05_1_1_1_Asurprised_Vfearful,5,male,1,1,1,05_08_01_01_01,05_06_01_01_01,neutral,neutral,0,0.368688,0.588586,0.000301,0.042425,0.168931,0.244846,0.249511,0.336713,0.004626,0.024107,0.005878,0.965388,0.780965,0.369034,0.297064,0.482354
05_1_1_1_Asurprised_Vhappy,5,male,1,1,1,05_08_01_01_01,05_03_01_01_01,neutral,happy,1,0.368688,0.588586,0.000301,0.042425,0.376744,0.232762,0.284029,0.106465,0.004626,0.024107,0.005878,0.965388,0.780965,0.653339,0.20824,0.547515
05_1_1_1_Asurprised_Vneutral,5,male,1,1,1,05_08_01_01_01,05_01_01_01_01,neutral,neutral,0,0.368688,0.588586,0.000301,0.042425,0.176521,0.218091,0.270308,0.33508,0.004626,0.024107,0.005878,0.965388,0.780965,0.372063,0.315353,0.48946
05_1_1_1_Asurprised_Vsad,5,male,1,1,1,05_08_01_01_01,05_04_01_01_01,neutral,sad,1,0.368688,0.588586,0.000301,0.042425,0.176952,0.218805,0.335986,0.268256,0.004626,0.024107,0.005878,0.965388,0.780965,0.440358,0.320648,0.51399
05_1_1_1_Asurprised_Vsurprised,5,male,1,1,1,05_08_01_01_01,05_08_01_01_01,neutral,neutral,0,0.368688,0.588586,0.000301,0.042425,0.18032,0.227775,0.450911,0.140993,0.004626,0.024107,0.005878,0.965388,0.780965,0.599937,0.327296,0.569399
05_1_1_2_Aangry_Vangry,5,male,1,1,2,05_05_01_01_02,05_05_01_01_02,angry,angry,0,0.035561,0.962418,1.2e-05,0.002008,0.165884,0.281621,0.332845,0.219649,0.004626,0.024107,0.005878,0.965388,0.897472,0.492608,0.443943,0.611341
05_1_1_2_Aangry_Vcalm,5,male,1,1,2,05_05_01_01_02,05_02_01_01_02,angry,neutral,1,0.035561,0.962418,1.2e-05,0.002008,0.328511,0.266717,0.201592,0.20318,0.004626,0.024107,0.005878,0.965388,0.897472,0.513757,0.443959,0.618396
05_1_1_2_Aangry_Vdisgust,5,male,1,1,2,05_05_01_01_02,05_07_01_01_02,angry,neutral,1,0.035561,0.962418,1.2e-05,0.002008,0.170423,0.28122,0.274587,0.273771,0.004626,0.024107,0.005878,0.965388,0.897472,0.431127,0.443429,0.590676
05_1_1_2_Aangry_Vfearful,5,male,1,1,2,05_05_01_01_02,05_06_01_01_02,angry,neutral,1,0.035561,0.962418,1.2e-05,0.002008,0.171812,0.233692,0.246059,0.348437,0.004626,0.024107,0.005878,0.965388,0.897472,0.358478,0.496273,0.584074
05_1_1_2_Aangry_Vhappy,5,male,1,1,2,05_05_01_01_02,05_03_01_01_02,angry,happy,1,0.035561,0.962418,1.2e-05,0.002008,0.497918,0.23459,0.156889,0.110603,0.004626,0.024107,0.005878,0.965388,0.897472,0.647924,0.471173,0.67219
05_1_1_2_Aangry_Vneutral,5,male,1,1,2,05_05_01_01_02,05_01_01_01_02,angry,neutral,1,0.035561,0.962418,1.2e-05,0.002008,0.17587,0.22052,0.345333,0.258277,0.004626,0.024107,0.005878,0.965388,0.897472,0.451224,0.511893,0.620196
05_1_1_2_Aangry_Vsad,5,male,1,1,2,05_05_01_01_02,05_04_01_01_02,angry,sad,1,0.035561,0.962418,1.2e-05,0.002008,0.167275,0.241801,0.289011,0.301913,0.004626,0.024107,0.005878,0.965388,0.897472,0.403615,0.487632,0.596239
05_1_1_2_Aangry_Vsurprised,5,male,1,1,2,05_05_01_01_02,05_08_01_01_02,angry,neutral,1,0.035561,0.962418,1.2e-05,0.002008,0.162873,0.219699,0.481088,0.13634,0.004626,0.024107,0.005878,0.965388,0.897472,0.607559,0.515593,0.673542
05_1_1_2_Acalm_Vangry,5,male,1,1,2,05_02_01_01_02,05_05_01_01_02,neutral,angry,1,0.468544,0.00929,0.024413,0.497753,0.165884,0.281621,0.332845,0.219649,0.004626,0.024107,0.005878,0.965388,0.279536,0.492608,0.324341,0.365495
05_1_1_2_Acalm_Vcalm,5,male,1,1,2,05_02_01_01_02,05_02_01_01_02,neutral,neutral,0,0.468544,0.00929,0.024413,0.497753,0.328511,0.266717,0.201592,0.20318,0.004626,0.024107,0.005878,0.965388,0.279536,0.513757,0.220865,0.338052
05_1_1_2_Acalm_Vdisgust,5,male,1,1,2,05_02_01_01_02,05_07_01_01_02,neutral,neutral,0,0.468544,0.00929,0.024413,0.497753,0.170423,0.28122,0.274587,0.273771,0.004626,0.024107,0.005878,0.965388,0.279536,0.431127,0.280062,0.330242
05_1_1_2_Acalm_Vfearful,5,male,1,1,2,05_02_01_01_02,05_06_01_01_02,neutral,neutral,0,0.468544,0.00929,0.024413,0.497753,0.171812,0.233692,0.246059,0.348437,0.004626,0.024107,0.005878,0.965388,0.279536,0.358478,0.230232,0.289415
05_1_1_2_Acalm_Vhappy,5,male,1,1,2,05_02_01_01_02,05_03_01_01_02,neutral,happy,1,0.468544,0.00929,0.024413,0.497753,0.497918,0.23459,0.156889,0.110603,0.004626,0.024107,0.005878,0.965388,0.279536,0.647924,0.228882,0.385447
05_1_1_2_Acalm_Vneutral,5,male,1,1,2,05_02_01_01_02,05_01_01_01_02,neutral,neutral,0,0.468544,0.00929,0.024413,0.497753,0.17587,0.22052,0.345333,0.258277,0.004626,0.024107,0.005878,0.965388,0.279536,0.451224,0.284419,0.338393
05_1_1_2_Acalm_Vsad,5,male,1,1,2,05_02_01_01_02,05_04_01_01_02,neutral,sad,1,0.468544,0.00929,0.024413,0.497753,0.167275,0.241801,0.289011,0.301913,0.004626,0.024107,0.005878,0.965388,0.279536,0.403615,0.262819,0.315323
05_1_1_2_Acalm_Vsurprised,5,male,1,1,2,05_02_01_01_02,05_08_01_01_02,neutral,neutral,0,0.468544,0.00929,0.024413,0.497753,0.162873,0.219699,0.481088,0.13634,0.004626,0.024107,0.005878,0.965388,0.279536,0.607559,0.403298,0.430131
05_1_1_2_Adisgust_Vangry,5,male,1,1,2,05_07_01_01_02,05_05_01_01_02,neutral,angry,1,0.879618,0.064505,0.00938,0.046496,0.165884,0.281621,0.332845,0.219649,0.004626,0.024107,0.005878,0.965388,0.798328,0.492608,0.430069,0.573668
05_1_1_2_Adisgust_Vcalm,5,male,1,1,2,05_07_01_01_02,05_02_01_01_02,neutral,neutral,0,0.879618,0.064505,0.00938,0.046496,0.328511,0.266717,0.201592,0.20318,0.004626,0.024107,0.005878,0.965388,0.798328,0.513757,0.257994,0.52336
05_1_1_2_Adisgust_Vdisgust,5,male,1,1,2,05_07_01_01_02,05_07_01_01_02,neutral,neutral,0,0.879618,0.064505,0.00938,0.046496,0.170423,0.28122,0.274587,0.273771,0.004626,0.024107,0.005878,0.965388,0.798328,0.431127,0.418657,0.549371
05_1_1_2_Adisgust_Vfearful,5,male,1,1,2,05_07_01_01_02,05_06_01_01_02,neutral,neutral,0,0.879618,0.064505,0.00938,0.046496,0.171812,0.233692,0.246059,0.348437,0.004626,0.024107,0.005878,0.965388,0.798328,0.358478,0.417716,0.524841
05_1_1_2_Adisgust_Vhappy,5,male,1,1,2,05_07_01_01_02,05_03_01_01_02,neutral,happy,1,0.879618,0.064505,0.00938,0.046496,0.497918,0.23459,0.156889,0.110603,0.004626,0.024107,0.005878,0.965388,0.798328,0.647924,0.142538,0.529597
05_1_1_2_Adisgust_Vneutral,5,male,1,1,2,05_07_01_01_02,05_01_01_01_02,neutral,neutral,0,0.879618,0.064505,0.00938,0.046496,0.17587,0.22052,0.345333,0.258277,0.004626,0.024107,0.005878,0.965388,0.798328,0.451224,0.421896,0.557149
05_1_1_2_Adisgust_Vsad,5,male,1,1,2,05_07_01_01_02,05_04_01_01_02,neutral,sad,1,0.879618,0.064505,0.00938,0.046496,0.167275,0.241801,0.289011,0.301913,0.004626,0.024107,0.005878,0.965388,0.798328,0.403615,0.425699,0.542547
05_1_1_2_Adisgust_Vsurprised,5,male,1,1,2,05_07_01_01_02,05_08_01_01_02,neutral,neutral,0,0.879618,0.064505,0.00938,0.046496,0.162873,0.219699,0.481088,0.13634,0.004626,0.024107,0.005878,0.965388,0.798328,0.607559,0.456048,0.620645
05_1_1_2_Afearful_Vangry,5,male,1,1,2,05_06_01_01_02,05_05_01_01_02,neutral,angry,1,0.710145,0.072288,0.002108,0.215459,0.165884,0.281621,0.332845,0.219649,0.004626,0.024107,0.005878,0.965388,0.532726,0.492608,0.337331,0.454222
05_1_1_2_Afearful_Vcalm,5,male,1,1,2,05_06_01_01_02,05_02_01_01_02,neutral,neutral,0,0.710145,0.072288,0.002108,0.215459,0.328511,0.266717,0.201592,0.20318,0.004626,0.024107,0.005878,0.965388,0.532726,0.513757,0.188075,0.411519
05_1_1_2_Afearful_Vdisgust,5,male,1,1,2,05_06_01_01_02,05_07_01_01_02,neutral,neutral,0,0.710145,0.072288,0.002108,0.215459,0.170423,0.28122,0.274587,0.273771,0.004626,0.024107,0.005878,0.965388,0.532726,0.431127,0.307714,0.423856
05_1_1_2_Afearful_Vfearful,5,male,1,1,2,05_06_01_01_02,05_06_01_01_02,neutral,neutral,0,0.710145,0.072288,0.002108,0.215459,0.171812,0.233692,0.246059,0.348437,0.004626,0.024107,0.005878,0.965388,0.532726,0.358478,0.286312,0.392506
05_1_1_2_Afearful_Vhappy,5,male,1,1,2,05_06_01_01_02,05_03_01_01_02,neutral,happy,1,0.710145,0.072288,0.002108,0.215459,0.497918,0.23459,0.156889,0.110603,0.004626,0.024107,0.005878,0.965388,0.532726,0.647924,0.129906,0.436852
05_1_1_2_Afearful_Vneutral,5,male,1,1,2,05_06_01_01_02,05_01_01_01_02,neutral,neutral,0,0.710145,0.072288,0.002108,0.215459,0.17587,0.22052,0.345333,0.258277,0.004626,0.024107,0.005878,0.965388,0.532726,0.451224,0.318725,0.434225
05_1_1_2_Afearful_Vsad,5,male,1,1,2,05_06_01_01_02,05_04_01_01_02,neutral,sad,1,0.710145,0.072288,0.002108,0.215459,0.167275,0.241801,0.289011,0.301913,0.004626,0.024107,0.005878,0.965388,0.532726,0.403615,0.306984,0.414442
05_1_1_2_Afearful_Vsurprised,5,male,1,1,2,05_06_01_01_02,05_08_01_01_02,neutral,neutral,0,0.710145,0.072288,0.002108,0.215459,0.162873,0.219699,0.481088,0.13634,0.004626,0.024107,0.005878,0.965388,0.532726,0.607559,0.39988,0.513389
05_1_1_2_Ahappy_Vangry,5,male,1,1,2,05_03_01_01_02,05_05_01_01_02,happy,angry,1,0.739798,0.17525,0.000218,0.084735,0.165884,0.281621,0.332845,0.219649,0.004626,0.024107,0.005878,0.965388,0.713567,0.492608,0.338339,0.514838
05_1_1_2_Ahappy_Vcalm,5,male,1,1,2,05_03_01_01_02,05_02_01_01_02,happy,neutral,1,0.739798,0.17525,0.000218,0.084735,0.328511,0.266717,0.201592,0.20318,0.004626,0.024107,0.005878,0.965388,0.713567,0.513757,0.183269,0.470197
05_1_1_2_Ahappy_Vdisgust,5,male,1,1,2,05_03_01_01_02,05_07_01_01_02,happy,neutral,1,0.739798,0.17525,0.000218,0.084735,0.170423,0.28122,0.274587,0.273771,0.004626,0.024107,0.005878,0.965388,0.713567,0.431127,0.321427,0.488707
05_1_1_2_Ahappy_Vfearful,5,male,1,1,2,05_03_01_01_02,05_06_01_01_02,happy,neutral,1,0.739798,0.17525,0.000218,0.084735,0.171812,0.233692,0.246059,0.348437,0.004626,0.024107,0.005878,0.965388,0.713567,0.358478,0.324577,0.465541
05_1_1_2_Ahappy_Vhappy,5,male,1,1,2,05_03_01_01_02,05_03_01_01_02,happy,happy,0,0.739798,0.17525,0.000218,0.084735,0.497918,0.23459,0.156889,0.110603,0.004626,0.024107,0.005878,0.965388,0.713567,0.647924,0.098869,0.486787
05_1_1_2_Ahappy_Vneutral,5,male,1,1,2,05_03_01_01_02,05_01_01_01_02,happy,neutral,1,0.739798,0.17525,0.000218,0.084735,0.17587,0.22052,0.345333,0.258277,0.004626,0.024107,0.005878,0.965388,0.713567,0.451224,0.341216,0.502002
05_1_1_2_Ahappy_Vsad,5,male,1,1,2,05_03_01_01_02,05_04_01_01_02,happy,sad,1,0.739798,0.17525,0.000218,0.084735,0.167275,0.241801,0.289011,0.301913,0.004626,0.024107,0.005878,0.965388,0.713567,0.403615,0.3346,0.483927
05_1_1_2_Ahappy_Vsurprised,5,male,1,1,2,05_03_01_01_02,05_08_01_01_02,happy,neutral,1,0.739798,0.17525,0.000218,0.084735,0.162873,0.219699,0.481088,0.13634,0.004626,0.024107,0.005878,0.965388,0.713567,0.607559,0.389442,0.570189
05_1_1_2_Aneutral_Vangry,5,male,1,1,2,05_01_01_01_02,05_05_01_01_02,neutral,angry,1,0.183819,0.051573,0.000869,0.763739,0.165884,0.281621,0.332845,0.219649,0.004626,0.024107,0.005878,0.965388,0.09224,0.492608,0.340791,0.308546
05_1_1_2_Aneutral_Vcalm,5,male,1,1,2,05_01_01_01_02,05_02_01_01_02,neutral,neutral,0,0.183819,0.051573,0.000869,0.763739,0.328511,0.266717,0.201592,0.20318,0.004626,0.024107,0.005878,0.965388,0.09224,0.513757,0.294418,0.300138
05_1_1_2_Aneutral_Vdisgust,5,male,1,1,2,05_01_01_01_02,05_07_01_01_02,neutral,neutral,0,0.183819,0.051573,0.000869,0.763739,0.170423,0.28122,0.274587,0.273771,0.004626,0.024107,0.005878,0.965388,0.09224,0.431127,0.283423,0.26893
05_1_1_2_Aneutral_Vfearful,5,male,1,1,2,05_01_01_01_02,05_06_01_01_02,neutral,neutral,0,0.183819,0.051573,0.000869,0.763739,0.171812,0.233692,0.246059,0.348437,0.004626,0.024107,0.005878,0.965388,0.09224,0.358478,0.22214,0.224286
05_1_1_2_Aneutral_Vhappy,5,male,1,1,2,05_01_01_01_02,05_03_01_01_02,neutral,happy,1,0.183819,0.051573,0.000869,0.763739,0.497918,0.23459,0.156889,0.110603,0.004626,0.024107,0.005878,0.965388,0.09224,0.647924,0.372626,0.37093
05_1_1_2_Aneutral_Vneutral,5,male,1,1,2,05_01_01_01_02,05_01_01_01_02,neutral,neutral,0,0.183819,0.051573,0.000869,0.763739,0.17587,0.22052,0.345333,0.258277,0.004626,0.024107,0.005878,0.965388,0.09224,0.451224,0.303785,0.282416
05_1_1_2_Aneutral_Vsad,5,male,1,1,2,05_01_01_01_02,05_04_01_01_02,neutral,sad,1,0.183819,0.051573,0.000869,0.763739,0.167275,0.241801,0.289011,0.301913,0.004626,0.024107,0.005878,0.965388,0.09224,0.403615,0.26388,0.253245
05_1_1_2_Aneutral_Vsurprised,5,male,1,1,2,05_01_01_01_02,05_08_01_01_02,neutral,neutral,0,0.183819,0.051573,0.000869,0.763739,0.162873,0.219699,0.481088,0.13634,0.004626,0.024107,0.005878,0.965388,0.09224,0.607559,0.451238,0.383679
05_1_1_2_Asad_Vangry,5,male,1,1,2,05_04_01_01_02,05_05_01_01_02,sad,angry,1,0.60029,0.003167,0.038542,0.358001,0.165884,0.281621,0.332845,0.219649,0.004626,0.024107,0.005878,0.965388,0.403542,0.492608,0.332652,0.409601
05_1_1_2_Asad_Vcalm,5,male,1,1,2,05_04_01_01_02,05_02_01_01_02,sad,neutral,1,0.60029,0.003167,0.038542,0.358001,0.328511,0.266717,0.201592,0.20318,0.004626,0.024107,0.005878,0.965388,0.403542,0.513757,0.210993,0.376097
05_1_1_2_Asad_Vdisgust,5,male,1,1,2,05_04_01_01_02,05_07_01_01_02,sad,neutral,1,0.60029,0.003167,0.038542,0.358001,0.170423,0.28122,0.274587,0.273771,0.004626,0.024107,0.005878,0.965388,0.403542,0.431127,0.297648,0.377439
05_1_1_2_Asad_Vfearful,5,male,1,1,2,05_04_01_01_02,05_06_01_01_02,sad,neutral,1,0.60029,0.003167,0.038542,0.358001,0.171812,0.233692,0.246059,0.348437,0.004626,0.024107,0.005878,0.965388,0.403542,0.358478,0.258054,0.340025
05_1_1_2_Asad_Vhappy,5,male,1,1,2,05_04_01_01_02,05_03_01_01_02,sad,happy,1,0.60029,0.003167,0.038542,0.358001,0.497918,0.23459,0.156889,0.110603,0.004626,0.024107,0.005878,0.965388,0.403542,0.647924,0.187495,0.412987
05_1_1_2_Asad_Vneutral,5,male,1,1,2,05_04_01_01_02,05_01_01_01_02,sad,neutral,1,0.60029,0.003167,0.038542,0.358001,0.17587,0.22052,0.345333,0.258277,0.004626,0.024107,0.005878,0.965388,0.403542,0.451224,0.295845,0.383537
05_1_1_2_Asad_Vsad,5,male,1,1,2,05_04_01_01_02,05_04_01_01_02,sad,sad,0,0.60029,0.003167,0.038542,0.358001,0.167275,0.241801,0.289011,0.301913,0.004626,0.024107,0.005878,0.965388,0.403542,0.403615,0.283688,0.363615
05_1_1_2_Asad_Vsurprised,5,male,1,1,2,05_04_01_01_02,05_08_01_01_02,sad,neutral,1,0.60029,0.003167,0.038542,0.358001,0.162873,0.219699,0.481088,0.13634,0.004626,0.024107,0.005878,0.965388,0.403542,0.607559,0.393523,0.468208
05_1_1_2_Asurprised_Vangry,5,male,1,1,2,05_08_01_01_02,05_05_01_01_02,neutral,angry,1,0.096973,0.882527,0.000115,0.020385,0.165884,0.281621,0.332845,0.219649,0.004626,0.024107,0.005878,0.965388,0.834203,0.492608,0.359482,0.562098
05_1_1_2_Asurprised_Vcalm,5,male,1,1,2,05_08_01_01_02,05_02_01_01_02,neutral,neutral,0,0.096973,0.882527,0.000115,0.020385,0.328511,0.266717,0.201592,0.20318,0.004626,0.024107,0.005878,0.965388,0.834203,0.513757,0.336194,0.561385
05_1_1_2_Asurprised_Vdisgust,5,male,1,1,2,05_08_01_01_02,05_07_01_01_02,neutral,neutral,0,0.096973,0.882527,0.000115,0.020385,0.170423,0.28122,0.274587,0.273771,0.004626,0.024107,0.005878,0.965388,0.834203,0.431127,0.355307,0.540213
05_1_1_2_Asurprised_Vfearful,5,male,1,1,2,05_08_01_01_02,05_06_01_01_02,neutral,neutral,0,0.096973,0.882527,0.000115,0.020385,0.171812,0.233692,0.246059,0.348437,0.004626,0.024107,0.005878,0.965388,0.834203,0.358478,0.402491,0.531724
