clip_id,filename,actor,gender,emotion_code,emotion_label,emotion_4class,intensity,statement,repetition
06_01_01_01_02,03-01-01-01-01-02-06.wav,6,female,1,neutral,neutral,1,1,2
06_01_01_02_01,03-01-01-01-02-01-06.wav,6,female,1,neutral,neutral,1,2,1
06_01_01_02_02,03-01-01-01-02-02-06.wav,6,female,1,neutral,neutral,1,2,2
06_02_01_01_01,03-01-02-01-01-01-06.wav,6,female,2,calm,neutral,1,1,1
06_02_01_01_02,03-01-02-01-01-02-06.wav,6,female,2,calm,neutral,1,1,2
06_02_01_02_01,03-01-02-01-02-01-06.wav,6,female,2,calm,neutral,1,2,1
06_02_01_02_02,03-01-02-01-02-02-06.wav,6,female,2,calm,neutral,1,2,2
06_02_02_01_01,03-01-02-02-01-01-06.wav,6,female,2,calm,neutral,2,1,1
06_02_02_01_02,03-01-02-02-01-02-06.wav,6,female,2,calm,neutral,2,1,2
06_02_02_02_01,03-01-02-02-02-01-06.wav,6,female,2,calm,neutral,2,2,1
06_02_02_02_02,03-01-02-02-02-02-06.wav,6,female,2,calm,neutral,2,2,2
06_03_01_01_01,03-01-03-01-01-01-06.wav,6,female,3,happy,happy,1,1,1
06_03_01_01_02,03-01-03-01-01-02-06.wav,6,female,3,happy,happy,1,1,2
06_03_01_02_01,03-01-03-01-02-01-06.wav,6,female,3,happy,happy,1,2,1
06_03_01_02_02,03-01-03-01-02-02-06.wav,6,female,3,happy,happy,1,2,2
06_03_02_01_01,03-01-03-02-01-01-06.wav,6,female,3,happy,happy,2,1,1
06_03_02_01_02,03-01-03-02-01-02-06.wav,6,female,3,happy,happy,2,1,2
06_03_02_02_01,03-01-03-02-02-01-06.wav,6,female,3,happy,happy,2,2,1
06_03_02_02_02,03-01-03-02-02-02-06.wav,6,female,3,happy,happy,2,2,2
06_04_01_01_01,03-01-04-01-01-01-06.wav,6,female,4,sad,sad,1,1,1
06_04_01_01_02,03-01-04-01-01-02-06.wav,6,female,4,sad,sad,1,1,2
06_04_01_02_01,03-01-04-01-02-01-06.wav,6,female,4,sad,sad,1,2,1
06_04_01_02_02,03-01-04-01-02-02-06.wav,6,female,4,sad,sad,1,2,2
06_04_02_01_01,03-01-04-02-01-01-06.wav,6,female,4,sad,sad,2,1,1
06_04_02_01_02,03-01-04-02-01-02-06.wav,6,female,4,sad,sad,2,1,2
06_04_02_02_01,03-01-04-02-02-01-06.wav,6,female,4,sad,sad,2,2,1
06_04_02_02_02,03-01-04-02-02-02-06.wav,6,female,4,sad,sad,2,2,2
06_05_01_01_01,03-01-05-01-01-01-06.wav,6,female,5,angry,angry,1,1,1
06_05_01_01_02,03-01-05-01-01-02-06.wav,6,female,5,angry,angry,1,1,2
06_05_01_02_01,03-01-05-01-02-01-06.wav,6,female,5,angry,angry,1,2,1
06_05_01_02_02,03-01-05-01-02-02-06.wav,6,female,5,angry,angry,1,2,2
06_05_02_01_01,03-01-05-02-01-01-06.wav,6,female,5,angry,angry,2,1,1
06_05_02_01_02,03-01-05-02-01-02-06.wav,6,female,5,angry,angry,2,1,2
06_05_02_02_01,03-01-05-02-02-01-06.wav,6,female,5,angry,angry,2,2,1
06_05_02_02_02,03-01-05-02-02-02-06.wav,6,female,5,angry,angry,2,2,2
06_06_01_01_01,03-01-06-01-01-01-06.wav,6,female,6,fearful,neutral,1,1,1
06_06_01_01_02,03-01-06-01-01-02-06.wav,6,female,6,fearful,neutral,1,1,2
06_06_01_02_01,03-01-06-01-02-01-06.wav,6,female,6,fearful,neutral,1,2,1
06_06_01_02_02,03-01-06-01-02-02-06.wav,6,female,6,fearful,neutral,1,2,2
06_06_02_01_01,03-01-06-02-01-01-06.wav,6,female,6,fearful,neutral,2,1,1
06_06_02_01_02,03-01-06-02-01-02-06.wav,6,female,6,fearful,neutral,2,1,2
06_06_02_02_01,03-01-06-02-02-01-06.wav,6,female,6,fearful,neutral,2,2,1
06_06_02_02_02,03-01-06-02-02-02-06.wav,6,female,6,fearful,neutral,2,2,2
06_07_01_01_01,03-01-07-01-01-01-06.wav,6,female,7,disgust,neutral,1,1,1
06_07_01_01_02,03-01-07-01-01-02-06.wav,6,female,7,disgust,neutral,1,1,2
06_07_01_02_01,03-01-07-01-02-01-06.wav,6,female,7,disgust,neutral,1,2,1
06_07_01_02_02,03-01-07-01-02-02-06.wav,6,female,7,disgust,neutral,1,2,2
06_07_02_01_01,03-01-07-02-01-01-06.wav,6,female,7,disgust,neutral,2,1,1
06_07_02_01_02,03-01-07-02-01-02-06.wav,6,female,7,disgust,neutral,2,1,2
06_07_02_02_01,03-01-07-02-02-01-06.wav,6,female,7,disgust,neutral,2,2,1
06_07_02_02_02,03-01-07-02-02-02-06.wav,6,female,7,disgust,neutral,2,2,2
06_08_01_01_01,03-01-08-01-01-01-06.wav,6,female,8,surprised,neutral,1,1,1
06_08_01_01_02,03-01-08-01-01-02-06.wav,6,female,8,surprised,neutral,1,1,2
06_08_01_02_01,03-01-08-01-02-01-06.wav,6,female,8,surprised,neutral,1,2,1
06_08_01_02_02,03-01-08-01-02-02-06.wav,6,female,8,surprised,neutral,1,2,2
06_08_02_01_01,03-01-08-02-01-01-06.wav,6,female,8,surprised,neutral,2,1,1
06_08_02_01_02,03-01-08-02-01-02-06.wav,6,female,8,surprised,neutral,2,1,2
06_08_02_02_01,03-01-08-02-02-01-06.wav,6,female,8,surprised,neutral,2,2,1
06_08_02_02_02,03-01-08-02-02-02-06.wav,6,female,8,surprised,neutral,2,2,2
07_01_01_01_01,03-01-01-01-01-01-07.wav,7,male,1,neutral,neutral,1,1,1
07_01_01_01_02,03-01-01-01-01-02-07.wav,7,male,1,neutral,neutral,1,1,2
07_01_01_02_01,03-01-01-01-02-01-07.wav,7,male,1,neutral,neutral,1,2,1
07_01_01_02_02,03-01-01-01-02-02-07.wav,7,male,1,neutral,neutral,1,2,2
07_02_01_01_01,03-01-02-01-01-01-07.wav,7,male,2,calm,neutral,1,1,1
07_02_01_01_02,03-01-02-01-01-02-07.wav,7,male,2,calm,neutral,1,1,2
07_02_01_02_01,03-01-02-01-02-01-07.wav,7,male,2,calm,neutral,1,2,1
07_02_01_02_02,03-01-02-01-02-02-07.wav,7,male,2,calm,neutral,1,2,2
07_02_02_01_01,03-01-02-02-01-01-07.wav,7,male,2,calm,neutral,2,1,1
07_02_02_01_02,03-01-02-02-01-02-07.wav,7,male,2,calm,neutral,2,1,2
07_02_02_02_01,03-01-02-02-02-01-07.wav,7,male,2,calm,neutral,2,2,1
07_02_02_02_02,03-01-02-02-02-02-07.wav,7,male,2,calm,neutral,2,2,2
07_03_01_01_01,03-01-03-01-01-01-07.wav,7,male,3,happy,happy,1,1,1
07_03_01_01_02,03-01-03-01-01-02-07.wav,7,male,3,happy,happy,1,1,2
07_03_01_02_01,03-01-03-01-02-01-07.wav,7,male,3,happy,happy,1,2,1
07_03_01_02_02,03-01-03-01-02-02-07.wav,7,male,3,happy,happy,1,2,2
07_03_02_01_01,03-01-03-02-01-01-07.wav,7,male,3,happy,happy,2,1,1
07_03_02_01_02,03-01-03-02-01-02-07.wav,7,male,3,happy,happy,2,1,2
07_03_02_02_01,03-01-03-02-02-01-07.wav,7,male,3,happy,happy,2,2,1
07_03_02_02_02,03-01-03-02-02-02-07.wav,7,male,3,happy,happy,2,2,2
07_04_01_01_01,03-01-04-01-01-01-07.wav,7,male,4,sad,sad,1,1,1
07_04_01_01_02,03-01-04-01-01-02-07.wav,7,male,4,sad,sad,1,1,2
07_04_01_02_01,03-01-04-01-02-01-07.wav,7,male,4,sad,sad,1,2,1
07_04_01_02_02,03-01-04-01-02-02-07.wav,7,male,4,sad,sad,1,2,2
07_04_02_01_01,03-01-04-02-01-01-07.wav,7,male,4,sad,sad,2,1,1
07_04_02_01_02,03-01-04-02-01-02-07.wav,7,male,4,sad,sad,2,1,2
07_04_02_02_01,03-01-04-02-02-01-07.wav,7,male,4,sad,sad,2,2,1
07_04_02_02_02,03-01-04-02-02-02-07.wav,7,male,4,sad,sad,2,2,2
07_05_01_01_01,03-01-05-01-01-01-07.wav,7,male,5,angry,angry,1,1,1
07_05_01_01_02,03-01-05-01-01-02-07.wav,7,male,5,angry,angry,1,1,2
07_05_01_02_01,03-01-05-01-02-01-07.wav,7,male,5,angry,angry,1,2,1
07_05_01_02_02,03-01-05-01-02-02-07.wav,7,male,5,angry,angry,1,2,2
07_05_02_01_01,03-01-05-02-01-01-07.wav,7,male,5,angry,angry,2,1,1
07_05_02_01_02,03-01-05-02-01-02-07.wav,7,male,5,angry,angry,2,1,2
07_05_02_02_01,03-01-05-02-02-01-07.wav,7,male,5,angry,angry,2,2,1
07_05_02_02_02,03-01-05-02-02-02-07.wav,7,male,5,angry,angry,2,2,2
07_06_01_01_01,03-01-06-01-01-01-07.wav,7,male,6,fearful,neutral,1,1,1
07_06_01_01_02,03-01-06-01-01-02-07.wav,7,male,6,fearful,neutral,1,1,2
07_06_01_02_01,03-01-06-01-02-01-07.wav,7,male,6,fearful,neutral,1,2,1
07_06_01_02_02,03-01-06-01-02-02-07.wav,7,male,6,fearful,neutral,1,2,2
07_06_02_01_01,03-01-06-02-01-01-07.wav,7,male,6,fearful,neutral,2,1,1
07_06_02_01_02,03-01-06-02-01-02-07.wav,7,male,6,fearful,neutral,2,1,2
07_06_02_02_01,03-01-06-02-02-01-07.wav,7,male,6,fearful,neutral,2,2,1
07_06_02_02_02,03-01-06-02-02-02-07.wav,7,male,6,fearful,neutral,2,2,2
07_07_01_01_01,03-01-07-01-01-01-07.wav,7,male,7,disgust,neutral,1,1,1
07_07_01_01_02,03-01-07-01-01-02-07.wav,7,male,7,disgust,neutral,1,1,2
07_07_01_02_01,03-01-07-01-02-01-07.wav,7,male,7,disgust,neutral,1,2,1
07_07_01_02_02,03-01-07-01-02-02-07.wav,7,male,7,disgust,neutral,1,2,2
07_07_02_01_01,03-01-07-02-01-01-07.wav,7,male,7,disgust,neutral,2,1,1
07_07_02_01_02,03-01-07-02-01-02-07.wav,7,male,7,disgust,neutral,2,1,2
07_07_02_02_01,03-01-07-02-02-01-07.wav,7,male,7,disgust,neutral,2,2,1
07_07_02_02_02,03-01-07-02-02-02-07.wav,7,male,7,disgust,neutral,2,2,2
07_08_01_01_01,03-01-08-01-01-01-07.wav,7,male,8,surprised,neutral,1,1,1
07_08_01_01_02,03-01-08-01-01-02-07.wav,7,male,8,surprised,neutral,1,1,2
07_08_01_02_01,03-01-08-01-02-01-07.wav,7,male,8,surprised,neutral,1,2,1
07_08_01_02_02,03-01-08-01-02-02-07.wav,7,male,8,surprised,neutral,1,2,2
07_08_02_01_01,03-01-08-02-01-01-07.wav,7,male,8,surprised,neutral,2,1,1
07_08_02_01_02,03-01-08-02-01-02-07.wav,7,male,8,surprised,neutral,2,1,2
07_08_02_02_01,03-01-08-02-02-01-07.wav,7,male,8,surprised,neutral,2,2,1
07_08_02_02_02,03-01-08-02-02-02-07.wav,7,male,8,surprised,neutral,2,2,2
08_01_01_01_01,03-01-01-01-01-01-08.wav,8,female,1,neutral,neutral,1,1,1
08_01_01_01_02,03-01-01-01-01-02-08.wav,8,female,1,neutral,neutral,1,1,2
08_01_01_02_01,03-01-01-01-02-01-08.wav,8,female,1,neutral,neutral,1,2,1
08_01_01_02_02,03-01-01-01-02-02-08.wav,8,female,1,neutral,neutral,1,2,2
08_02_01_01_01,03-01-02-01-01-01-08.wav,8,female,2,calm,neutral,1,1,1
08_02_01_01_02,03-01-02-01-01-02-08.wav,8,female,2,calm,neutral,1,1,2
08_02_01_02_01,03-01-02-01-02-01-08.wav,8,female,2,calm,neutral,1,2,1
08_02_01_02_02,03-01-02-01-02-02-08.wav,8,female,2,calm,neutral,1,2,2
08_02_02_01_01,03-01-02-02-01-01-08.wav,8,female,2,calm,neutral,2,1,1
08_02_02_01_02,03-01-02-02-01-02-08.wav,8,female,2,calm,neutral,2,1,2
08_02_02_02_01,03-01-02-02-02-01-08.wav,8,female,2,calm,neutral,2,2,1
08_02_02_02_02,03-01-02-02-02-02-08.wav,8,female,2,calm,neutral,2,2,2
08_03_01_01_01,03-01-03-01-01-01-08.wav,8,female,3,happy,happy,1,1,1
08_03_01_01_02,03-01-03-01-01-02-08.wav,8,female,3,happy,happy,1,1,2
08_03_01_02_01,03-01-03-01-02-01-08.wav,8,female,3,happy,happy,1,2,1
08_03_01_02_02,03-01-03-01-02-02-08.wav,8,female,3,happy,happy,1,2,2
08_03_02_01_01,03-01-03-02-01-01-08.wav,8,female,3,happy,happy,2,1,1
08_03_02_01_02,03-01-03-02-01-02-08.wav,8,female,3,happy,happy,2,1,2
08_03_02_02_01,03-01-03-02-02-01-08.wav,8,female,3,happy,happy,2,2,1
08_03_02_02_02,03-01-03-02-02-02-08.wav,8,female,3,happy,happy,2,2,2
08_04_01_01_01,03-01-04-01-01-01-08.wav,8,female,4,sad,sad,1,1,1
08_04_01_01_02,03-01-04-01-01-02-08.wav,8,female,4,sad,sad,1,1,2
08_04_01_02_01,03-01-04-01-02-01-08.wav,8,female,4,sad,sad,1,2,1
08_04_01_02_02,03-01-04-01-02-02-08.wav,8,female,4,sad,sad,1,2,2
08_04_02_01_01,03-01-04-02-01-01-08.wav,8,female,4,sad,sad,2,1,1
08_04_02_01_02,03-01-04-02-01-02-08.wav,8,female,4,sad,sad,2,1,2
08_04_02_02_01,03-01-04-02-02-01-08.wav,8,female,4,sad,sad,2,2,1
08_04_02_02_02,03-01-04-02-02-02-08.wav,8,female,4,sad,sad,2,2,2
08_05_01_01_01,03-01-05-01-01-01-08.wav,8,female,5,angry,angry,1,1,1
08_05_01_01_02,03-01-05-01-01-02-08.wav,8,female,5,angry,angry,1,1,2
08_05_01_02_01,03-01-05-01-02-01-08.wav,8,female,5,angry,angry,1,2,1
08_05_01_02_02,03-01-05-01-02-02-08.wav,8,female,5,angry,angry,1,2,2
08_05_02_01_01,03-01-05-02-01-01-08.wav,8,female,5,angry,angry,2,1,1
08_05_02_01_02,03-01-05-02-01-02-08.wav,8,female,5,angry,angry,2,1,2
08_05_02_02_01,03-01-05-02-02-01-08.wav,8,female,5,angry,angry,2,2,1
08_05_02_02_02,03-01-05-02-02-02-08.wav,8,female,5,angry,angry,2,2,2
08_06_01_01_01,03-01-06-01-01-01-08.wav,8,female,6,fearful,neutral,1,1,1
08_06_01_01_02,03-01-06-01-01-02-08.wav,8,female,6,fearful,neutral,1,1,2
08_06_01_02_01,03-01-06-01-02-01-08.wav,8,female,6,fearful,neutral,1,2,1
08_06_01_02_02,03-01-06-01-02-02-08.wav,8,female,6,fearful,neutral,1,2,2
08_06_02_01_01,03-01-06-02-01-01-08.wav,8,female,6,fearful,neutral,2,1,1
08_06_02_01_02,03-01-06-02-01-02-08.wav,8,female,6,fearful,neutral,2,1,2
08_06_02_02_01,03-01-06-02-02-01-08.wav,8,female,6,fearful,neutral,2,2,1
08_06_02_02_02,03-01-06-02-02-02-08.wav,8,female,6,fearful,neutral,2,2,2
08_07_01_01_01,03-01-07-01-01-01-08.wav,8,female,7,disgust,neutral,1,1,1
08_07_01_01_02,03-01-07-01-01-02-08.wav,8,female,7,disgust,neutral,1,1,2
08_07_01_02_01,03-01-07-01-02-01-08.wav,8,female,7,disgust,neutral,1,2,1
08_07_01_02_02,03-01-07-01-02-02-08.wav,8,female,7,disgust,neutral,1,2,2
08_07_02_01_01,03-01-07-02-01-01-08.wav,8,female,7,disgust,neutral,2,1,1
08_07_02_01_02,03-01-07-02-01-02-08.wav,8,female,7,disgust,neutral,2,1,2
08_07_02_02_01,03-01-07-02-02-01-08.wav,8,female,7,disgust,neutral,2,2,1
08_07_02_02_02,03-01-07-02-02-02-08.wav,8,female,7,disgust,neutral,2,2,2
08_08_01_01_01,03-01-08-01-01-01-08.wav,8,female,8,surprised,neutral,1,1,1
08_08_01_01_02,03-01-08-01-01-02-08.wav,8,female,8,surprised,neutral,1,1,2
08_08_01_02_01,03-01-08-01-02-01-08.wav,8,female,8,surprised,neutral,1,2,1
08_08_01_02_02,03-01-08-01-02-02-08.wav,8,female,8,surprised,neutral,1,2,2
08_08_02_01_01,03-01-08-02-01-01-08.wav,8,female,8,surprised,neutral,2,1,1
08_08_02_01_02,03-01-08-02-01-02-08.wav,8,female,8,surprised,neutral,2,1,2
08_08_02_02_01,03-01-08-02-02-01-08.wav,8,female,8,surprised,neutral,2,2,1
08_08_02_02_02,03-01-08-02-02-02-08.wav,8,female,8,surprised,neutral,2,2,2
09_01_01_01_01,03-01-01-01-01-01-09.wav,9,male,1,neutral,neutral,1,1,1
09_01_01_01_02,03-01-01-01-01-02-09.wav,9,male,1,neutral,neutral,1,1,2
09_01_01_02_01,03-01-01-01-02-01-09.wav,9,male,1,neutral,neutral,1,2,1
09_01_01_02_02,03-01-01-01-02-02-09.wav,9,male,1,neutral,neutral,1,2,2
09_02_01_01_01,03-01-02-01-01-01-09.wav,9,male,2,calm,neutral,1,1,1
09_02_01_01_02,03-01-02-01-01-02-09.wav,9,male,2,calm,neutral,1,1,2
09_02_01_02_01,03-01-02-01-02-01-09.wav,9,male,2,calm,neutral,1,2,1
09_02_01_02_02,03-01-02-01-02-02-09.wav,9,male,2,calm,neutral,1,2,2
09_02_02_01_01,03-01-02-02-01-01-09.wav,9,male,2,calm,neutral,2,1,1
09_02_02_01_02,03-01-02-02-01-02-09.wav,9,male,2,calm,neutral,2,1,2
09_02_02_02_01,03-01-02-02-02-01-09.wav,9,male,2,calm,neutral,2,2,1
09_02_02_02_02,03-01-02-02-02-02-09.wav,9,male,2,calm,neutral,2,2,2
09_03_01_01_01,03-01-03-01-01-01-09.wav,9,male,3,happy,happy,1,1,1
09_03_01_01_02,03-01-03-01-01-02-09.wav,9,male,3,happy,happy,1,1,2
09_03_01_02_01,03-01-03-01-02-01-09.wav,9,male,3,happy,happy,1,2,1
09_03_01_02_02,03-01-03-01-02-02-09.wav,9,male,3,happy,happy,1,2,2
09_03_02_01_01,03-01-03-02-01-01-09.wav,9,male,3,happy,happy,2,1,1
09_03_02_01_02,03-01-03-02-01-02-09.wav,9,male,3,happy,happy,2,1,2
09_03_02_02_01,03-01-03-02-02-01-09.wav,9,male,3,happy,happy,2,2,1
09_03_02_02_02,03-01-03-02-02-02-09.wav,9,male,3,happy,happy,2,2,2
09_04_01_01_01,03-01-04-01-01-01-09.wav,9,male,4,sad,sad,1,1,1
09_04_01_01_02,03-01-04-01-01-02-09.wav,9,male,4,sad,sad,1,1,2
09_04_01_02_01,03-01-04-01-02-01-09.wav,9,male,4,sad,sad,1,2,1
09_04_01_02_02,03-01-04-01-02-02-09.wav,9,male,4,sad,sad,1,2,2
09_04_02_01_01,03-01-04-02-01-01-09.wav,9,male,4,sad,sad,2,1,1
09_04_02_01_02,03-01-04-02-01-02-09.wav,9,male,4,sad,sad,2,1,2
09_04_02_02_01,03-01-04-02-02-01-09.wav,9,male,4,sad,sad,2,2,1
09_04_02_02_02,03-01-04-02-02-02-09.wav,9,male,4,sad,sad,2,2,2
09_05_01_01_01,03-01-05-01-01-01-09.wav,9,male,5,angry,angry,1,1,1
09_05_01_01_02,03-01-05-01-01-02-09.wav,9,male,5,angry,angry,1,1,2
09_05_01_02_01,03-01-05-01-02-01-09.wav,9,male,5,angry,angry,1,2,1
09_05_01_02_02,03-01-05-01-02-02-09.wav,9,male,5,angry,angry,1,2,2
09_05_02_01_01,03-01-05-02-01-01-09.wav,9,male,5,angry,angry,2,1,1
09_05_02_01_02,03-01-05-02-01-02-09.wav,9,male,5,angry,angry,2,1,2
09_05_02_02_01,03-01-05-02-02-01-09.wav,9,male,5,angry,angry,2,2,1
09_05_02_02_02,03-01-05-02-02-02-09.wav,9,male,5,angry,angry,2,2,2
09_06_01_01_01,03-01-06-01-01-01-09.wav,9,male,6,fearful,neutral,1,1,1
09_06_01_01_02,03-01-06-01-01-02-09.wav,9,male,6,fearful,neutral,1,1,2
09_06_01_02_01,03-01-06-01-02-01-09.wav,9,male,6,fearful,neutral,1,2,1
09_06_01_02_02,03-01-06-01-02-02-09.wav,9,male,6,fearful,neutral,1,2,2
09_06_02_01_01,03-01-06-02-01-01-09.wav,9,male,6,fearful,neutral,2,1,1
09_06_02_01_02,03-01-06-02-01-02-09.wav,9,male,6,fearful,neutral,2,1,2
09_06_02_02_01,03-01-06-02-02-01-09.wav,9,male,6,fearful,neutral,2,2,1
09_06_02_02_02,03-01-06-02-02-02-09.wav,9,male,6,fearful,neutral,2,2,2
09_07_01_01_01,03-01-07-01-01-01-09.wav,9,male,7,disgust,neutral,1,1,1
09_07_01_01_02,03-01-07-01-01-02-09.wav,9,male,7,disgust,neutral,1,1,2
09_07_01_02_01,03-01-07-01-02-01-09.wav,9,male,7,disgust,neutral,1,2,1
09_07_01_02_02,03-01-07-01-02-02-09.wav,9,male,7,disgust,neutral,1,2,2
09_07_02_01_01,03-01-07-02-01-01-09.wav,9,male,7,disgust,neutral,2,1,1
09_07_02_01_02,03-01-07-02-01-02-09.wav,9,male,7,disgust,neutral,2,1,2
09_07_02_02_01,03-01-07-02-02-01-09.wav,9,male,7,disgust,neutral,2,2,1
09_07_02_02_02,03-01-07-02-02-02-09.wav,9,male,7,disgust,neutral,2,2,2
09_08_01_01_01,03-01-08-01-01-01-09.wav,9,male,8,surprised,neutral,1,1,1
09_08_01_01_02,03-01-08-01-01-02-09.wav,9,male,8,surprised,neutral,1,1,2
09_08_01_02_01,03-01-08-01-02-01-09.wav,9,male,8,surprised,neutral,1,2,1
09_08_01_02_02,03-01-08-01-02-02-09.wav,9,male,8,surprised,neutral,1,2,2
09_08_02_01_01,03-01-08-02-01-01-09.wav,9,male,8,surprised,neutral,2,1,1
09_08_02_01_02,03-01-08-02-01-02-09.wav,9,male,8,surprised,neutral,2,1,2
09_08_02_02_01,03-01-08-02-02-01-09.wav,9,male,8,surprised,neutral,2,2,1
09_08_02_02_02,03-01-08-02-02-02-09.wav,9,male,8,surprised,neutral,2,2,2
10_01_01_01_01,03-01-01-01-01-01-10.wav,10,female,1,neutral,neutral,1,1,1
10_01_01_01_02,03-01-01-01-01-02-10.wav,10,female,1,neutral,neutral,1,1,2
10_01_01_02_01,03-01-01-01-02-01-10.wav,10,female,1,neutral,neutral,1,2,1
10_01_01_02_02,03-01-01-01-02-02-10.wav,10,female,1,neutral,neutral,1,2,2
10_02_01_01_01,03-01-02-01-01-01-10.wav,10,female,2,calm,neutral,1,1,1
10_02_01_01_02,03-01-02-01-01-02-10.wav,10,female,2,calm,neutral,1,1,2
10_02_01_02_01,03-01-02-01-02-01-10.wav,10,female,2,calm,neutral,1,2,1
10_02_01_02_02,03-01-02-01-02-02-10.wav,10,female,2,calm,neutral,1,2,2
10_02_02_01_01,03-01-02-02-01-01-10.wav,10,female,2,calm,neutral,2,1,1
10_02_02_01_02,03-01-02-02-01-02-10.wav,10,female,2,calm,neutral,2,1,2
10_02_02_02_01,03-01-02-02-02-01-10.wav,10,female,2,calm,neutral,2,2,1
10_02_02_02_02,03-01-02-02-02-02-10.wav,10,female,2,calm,neutral,2,2,2
10_03_01_01_01,03-01-03-01-01-01-10.wav,10,female,3,happy,happy,1,1,1
10_03_01_01_02,03-01-03-01-01-02-10.wav,10,female,3,happy,happy,1,1,2
10_03_01_02_01,03-01-03-01-02-01-10.wav,10,female,3,happy,happy,1,2,1
10_03_01_02_02,03-01-03-01-02-02-10.wav,10,female,3,happy,happy,1,2,2
10_03_02_01_01,03-01-03-02-01-01-10.wav,10,female,3,happy,happy,2,1,1
10_03_02_01_02,03-01-03-02-01-02-10.wav,10,female,3,happy,happy,2,1,2
10_03_02_02_01,03-01-03-02-02-01-10.wav,10,female,3,happy,happy,2,2,1
10_03_02_02_02,03-01-03-02-02-02-10.wav,10,female,3,happy,happy,2,2,2
10_04_01_01_01,03-01-04-01-01-01-10.wav,10,female,4,sad,sad,1,1,1
10_04_01_01_02,03-01-04-01-01-02-10.wav,10,female,4,sad,sad,1,1,2
10_04_01_02_01,03-01-04-01-02-01-10.wav,10,female,4,sad,sad,1,2,1
10_04_01_02_02,03-01-04-01-02-02-10.wav,10,female,4,sad,sad,1,2,2
10_04_02_01_01,03-01-04-02-01-01-10.wav,10,female,4,sad,sad,2,1,1
10_04_02_01_02,03-01-04-02-01-02-10.wav,10,female,4,sad,sad,2,1,2
10_04_02_02_01,03-01-04-02-02-01-10.wav,10,female,4,sad,sad,2,2,1
10_04_02_02_02,03-01-04-02-02-02-10.wav,10,female,4,sad,sad,2,2,2
10_05_01_01_01,03-01-05-01-01-01-10.wav,10,female,5,angry,angry,1,1,1
10_05_01_01_02,03-01-05-01-01-02-10.wav,10,female,5,angry,angry,1,1,2
10_05_01_02_01,03-01-05-01-02-01-10.wav,10,female,5,angry,angry,1,2,1
10_05_01_02_02,03-01-05-01-02-02-10.wav,10,female,5,angry,angry,1,2,2
10_05_02_01_01,03-01-05-02-01-01-10.wav,10,female,5,angry,angry,2,1,1
10_05_02_01_02,03-01-05-02-01-02-10.wav,10,female,5,angry,angry,2,1,2
10_05_02_02_01,03-01-05-02-02-01-10.wav,10,female,5,angry,angry,2,2,1
10_05_02_02_02,03-01-05-02-02-02-10.wav,10,female,5,angry,angry,2,2,2
10_06_01_01_01,03-01-06-01-01-01-10.wav,10,female,6,fearful,neutral,1,1,1
10_06_01_01_02,03-01-06-01-01-02-10.wav,10,female,6,fearful,neutral,1,1,2
10_06_01_02_01,03-01-06-01-02-01-10.wav,10,female,6,fearful,neutral,1,2,1
10_06_01_02_02,03-01-06-01-02-02-10.wav,10,female,6,fearful,neutral,1,2,2
10_06_02_01_01,03-01-06-02-01-01-10.wav,10,female,6,fearful,neutral,2,1,1
10_06_02_01_02,03-01-06-02-01-02-10.wav,10,female,6,fearful,neutral,2,1,2
10_06_02_02_01,03-01-06-02-02-01-10.wav,10,female,6,fearful,neutral,2,2,1
10_06_02_02_02,03-01-06-02-02-02-10.wav,10,female,6,fearful,neutral,2,2,2
10_07_01_01_01,03-01-07-01-01-01-10.wav,10,female,7,disgust,neutral,1,1,1
10_07_01_01_02,03-01-07-01-01-02-10.wav,10,female,7,disgust,neutral,1,1,2
10_07_01_02_01,03-01-07-01-02-01-10.wav,10,female,7,disgust,neutral,1,2,1
10_07_01_02_02,03-01-07-01-02-02-10.wav,10,female,7,disgust,neutral,1,2,2
10_07_02_01_01,03-01-07-02-01-01-10.wav,10,female,7,disgust,neutral,2,1,1
10_07_02_01_02,03-01-07-02-01-02-10.wav,10,female,7,disgust,neutral,2,1,2
10_07_02_02_01,03-01-07-02-02-01-10.wav,10,female,7,disgust,neutral,2,2,1
10_07_02_02_02,03-01-07-02-02-02-10.wav,10,female,7,disgust,neutral,2,2,2
10_08_01_01_01,03-01-08-01-01-01-10.wav,10,female,8,surprised,neutral,1,1,1
10_08_01_01_02,03-01-08-01-01-02-10.wav,10,female,8,surprised,neutral,1,1,2
10_08_01_02_01,03-01-08-01-02-01-10.wav,10,female,8,surprised,neutral,1,2,1
10_08_01_02_02,03-01-08-01-02-02-10.wav,10,female,8,surprised,neutral,1,2,2
10_08_02_01_01,03-01-08-02-01-01-10.wav,10,female,8,surprised,neutral,2,1,1
10_08_02_01_02,03-01-08-02-01-02-10.wav,10,female,8,surprised,neutral,2,1,2
10_08_02_02_01,03-01-08-02-02-01-10.wav,10,female,8,surprised,neutral,2,2,1
10_08_02_02_02,03-01-08-02-02-02-10.wav,10,female,8,surprised,neutral,2,2,2
11_01_01_01_01,03-01-01-01-01-01-11.wav,11,male,1,neutral,neutral,1,1,1
11_01_01_01_02,03-01-01-01-01-02-11.wav,11,male,1,neutral,neutral,1,1,2
11_01_01_02_01,03-01-01-01-02-01-11.wav,11,male,1,neutral,neutral,1,2,1
